0.59043,0.41525,0.34595
0.59375,0.33234,0.44409
0.7638,0.36193,0.41853
0.18442,0.12064,0.071737
0.14536,0.17725,0.005951
0.053246,0.19253,0.03319
0.31147,0.32865,0.28535
0.42133,0.43245,0.49169
0.42188,0.43093,0.37635
0.81673,0.39831,0.66245
0.6723,0.48417,0.54607
0.63481,0.42868,0.51449
0.0097528,0.036999,-0.0057021
0.34946,0.32859,0.29986
0.20893,0.26633,0.081805
0.53332,0.4865,0.64894
0.61637,0.60658,0.87398
0.5247,0.54407,0.92695
0.64329,0.58086,0.86453
0.28369,0.35251,0.29481
0.26681,0.29384,0.3303
0.9125,0.38808,0.60013
0.86955,0.42818,0.49521
0.04914,-0.11708,0.014441
0.062879,0.047741,0.030598
0.60069,0.42719,0.55397
0.49514,0.38233,0.39746
0.61279,0.45347,0.58696
0.13177,0.12463,0.19886
0.63914,0.62849,1.0159
0.51479,0.51153,0.78238
0.54815,0.50739,0.56284
0.28374,0.26012,0.26956
0.83544,0.35858,0.44023
0.70042,0.59038,0.48694
0.28837,0.22599,0.12064
0.53548,0.40357,0.19169
0.5986,0.30991,0.32114
0.63524,0.3864,0.38031
0.54751,0.40488,0.47316
0.59877,0.54895,0.7026
0.49754,0.55048,0.80242
0.039804,0.01026,0.019746
0.4444,0.26393,0.13209
0.57032,0.3366,0.17811
0.13385,0.22395,0.13338
0.055601,0.17221,0.16985
0.6234,0.36895,0.22476
0.46488,0.45054,0.13272
0.26357,0.23676,0.095182
0.073598,0.039722,0.055259
0.43243,0.4808,0.6786
0.45991,0.41736,0.40848
0.59124,0.54007,0.61314
-0.016978,0.092204,0.059397
0.60414,0.58775,0.89539
0.50972,0.50465,0.97948
0.66981,0.49623,0.67412
0.5286,0.53413,0.55222
0.49512,0.33211,0.19547
0.38021,0.45673,0.63303
0.46231,0.36901,0.44844
0.69017,0.53053,0.81447
0.56355,0.45821,0.64872
-0.12965,-0.12227,-0.028654
0.39515,0.1853,0.07888
0.37827,0.39639,0.35208
0.36506,0.53231,0.73511
0.39762,0.26903,0.29229
