-8.934474145771439391e-01 6.332622879479643530e-01 -1.821270401890849655e+00
-6.632470369145296862e-01 3.422531647104918306e-01 -1.607993438320676205e+00
-8.224760321833657351e-01 4.924735968498055172e-01 -1.779774827675783655e+00
-9.774947895181798074e-01 7.214288993566739805e-01 -1.706004151610247987e+00
-8.913107679454378429e-01 6.316391431669003964e-01 -1.561015913490038542e+00
-8.619610592461737220e-01 6.094646169092854393e-01 -1.656959722921616418e+00
-7.986889959622613944e-01 5.240694588737326853e-01 -1.683427968442618550e+00
-6.117144978594273308e-01 3.773712263352280161e-01 -1.139471990356671682e+00
-7.499725678464247425e-01 4.888710794206900800e-01 -1.358195273566899175e+00
-6.522087701696972495e-01 4.350900235988959253e-01 -1.083517487186206552e+00
-1.087686625267161311e+00 7.956165424581058687e-01 -1.875851989679144793e+00
-5.208621268710693641e-01 3.088550074665548095e-01 -9.328039284495659444e-01
-5.377923101343264900e-01 2.331110726283114332e-01 -1.475804470592713358e+00
-5.890818713527479211e-01 2.843944695608229267e-01 -1.237703545822427031e+00
-1.112662567985740258e+00 8.042063300355408728e-01 -1.708845674834719830e+00
-1.000251357973410915e+00 7.335167883069146910e-01 -1.500113325906273332e+00
-4.511072632905139823e-01 9.659711683353577882e-02 -1.509663198231010028e+00
-1.051180650230803426e+00 6.688472027523175711e-01 -1.876670779635372099e+00
-4.558240763175025467e-01 2.042755823350361766e-01 -9.287574906308471157e-01
-5.511540047025110800e-01 1.926542735300600384e-01 -1.307706409725447827e+00
-7.461265099566674053e-01 4.012556016219690491e-01 -1.742074280878181725e+00
-5.649223835819919826e-01 3.881141944854533676e-01 -9.536630172207551936e-01
-8.564945109509853882e-01 6.268081767190594178e-01 -1.294225008850940384e+00
-7.434357942694687083e-01 5.222170022904677467e-01 -1.213055715386754940e+00
-4.049604686581176338e-01 -3.458845107965657917e-02 -1.231709587566591324e+00
-9.250301469721236014e-01 7.039183441274516895e-01 -1.290309301858528102e+00
-5.795990163460496003e-01 1.317851483797127798e-01 -1.608625390041506620e+00
-2.982319600961731432e-01 -1.883907494690930662e-01 -1.052609027977748468e+00
-2.037177942491252836e-01 -2.117970039820562533e-01 -8.356845642284440601e-01
-1.659003593433553969e-01 -2.888181953767698928e-01 -8.466881995340287403e-01
-9.165045540729432894e-01 4.226723495396029762e-01 -1.834405286024242798e+00
-1.299567553149607813e+00 8.591743671390901227e-01 -1.923867359248447428e+00
-3.774479193458653570e-01 -1.185444971273241777e-01 -1.401748123948362235e+00
-1.145951200434826456e+00 8.385618556026841475e-01 -1.568450357487570557e+00
-1.450822462571297322e-01 -4.035684021675578492e-01 -7.911443417340429107e-01
-1.315372904851480063e-01 -3.292275349606299528e-01 -6.010528077280454795e-01
-7.050743284630576202e-01 6.123643819483106654e-01 -1.066403221873912344e+00
-1.049097177158037297e+00 7.804516361967586136e-01 -1.357788007146439213e+00
-4.364179578013207550e-01 2.481357793865157646e-01 -8.209638950129551915e-01
-6.409604230291356952e-01 5.160582311768919794e-01 -1.063955986271917453e+00
-3.701207574026563196e-01 7.996963466612072580e-02 -8.363817169066969370e-01
-2.851321670181543588e-01 -2.902916624963651770e-01 -1.089702980410454103e+00
-4.063379301304619884e-01 1.807859400514644221e-03 -1.027011897423253828e+00
-4.513677375888756060e-01 -2.446279133070561329e-02 -1.500637091814798652e+00
-5.195758375713157573e-01 7.183384204234499748e-02 -1.542871447575848265e+00
-1.904749621404304705e-01 -2.433632260225024879e-01 -5.871505144571038670e-01
-3.012387154074295803e-01 -1.720198654043088027e-01 -8.545129399687070304e-01
-4.756066198258140920e-01 3.519238834371378744e-01 -8.766163604115533303e-01
-3.200121643815089234e-01 -2.522767152773610633e-01 -1.279994922994461604e+00
-3.680708454125118934e-01 -1.916780168410241458e-01 -1.429894569796228865e+00
-9.560045331667446078e-01 7.531241673637509848e-01 -1.244768442433681344e+00
-7.522442449139885579e-01 2.842255347611626348e-01 -1.735132618136642435e+00
-1.303181243247159671e+00 8.995504985890718785e-01 -1.776974600939194460e+00
-5.241178258192763506e-01 1.136067927406827494e-01 -1.681641538697267180e+00
-9.461663665007361557e-01 3.945730546479850886e-01 -1.903449119902020925e+00
-6.038770586305004517e-01 9.965396408973248299e-02 -1.714898335365067084e+00
-3.519573928386773298e-01 2.155111679024983573e-01 -7.555151341612216243e-01
-1.122544126945028142e-01 -4.326801947294214301e-01 -4.793570902125701139e-01
-1.287875729025347527e+00 8.784860281858684061e-01 -1.784432687132305517e+00
-9.906832597400532237e-01 7.786471476441647610e-01 -1.340312859047223526e+00
-1.253303390838139908e+00 7.681027706103904507e-01 -2.002188050761212423e+00
-9.237198629452597620e-02 -3.491993387808136617e-01 -3.933112143020238705e-01
-3.794921800375951615e-01 -5.330674220370212879e-02 -1.462590318955712121e+00
-6.667418907269639927e-01 7.613533955564122380e-02 -1.732060205948673826e+00
-1.033735493820206797e+00 7.846516757937749276e-01 -1.601263807922677529e+00
-1.031887915026537650e+00 7.889120654861727644e-01 -1.570374530368887633e+00
-3.334339714329278559e-01 -6.855975865377672562e-02 -9.111613180198716577e-01
-3.800187130108150790e-01 -4.182256414973508640e-01 -1.168541265094866333e+00
-1.203545503109321180e+00 8.747120203677312134e-01 -1.555972426395936026e+00
-1.305511373336229575e+00 8.871976179705285404e-01 -1.664233762082567125e+00
-3.368157260829408584e-01 -3.473982648175422128e-01 -1.278613278355020810e+00
-8.199626671328558158e-01 1.733815952705697327e-01 -1.823194641259842541e+00
-7.467324352990709624e-01 6.465439681676130590e-01 -1.156086992247772116e+00
-2.090413977606601637e-01 -4.196418526768184165e-01 -7.937185265953523583e-01
-1.057956991894161369e+00 6.510597449967008288e-01 -1.823635077862761023e+00
-2.192989543528529595e-01 1.098337083860201346e-04 -8.277036077028370187e-01
-2.931605029523031702e-01 -2.447687132693303624e-01 -1.273329634406294986e+00
-9.896575266230138723e-01 7.445987566945007075e-01 -1.453588271518956532e+00
-3.855516807671873769e-01 3.008255470314225022e-01 -9.824828915061623036e-01
-7.120731098828136929e-02 -2.601453576735934803e-01 -5.446825387630056525e-01
-1.894425831294693219e-01 -6.615689561164117549e-02 -8.862101282371135369e-01
-6.401099909302355728e-01 6.406711635026383078e-01 -1.257346980541164783e+00
-3.021624479811811370e-01 -2.373400932917490991e-02 -1.450112956168908340e+00
-9.733101831257395808e-01 6.818262275273241357e-01 -1.486148402065044394e+00
-8.930219692305263468e-01 5.408241430876188360e-01 -1.646068412567302630e+00
-4.299116152578630889e-01 4.423279359366532049e-01 -1.081869162919605998e+00
-5.295224843136177029e-01 -8.024595581446192227e-02 -1.696295616454815303e+00
-6.649230175578793034e-01 7.945205185567516537e-02 -1.841784757167651776e+00
-7.172206758791102033e-01 6.881198455478241272e-01 -1.385752407108867601e+00
-5.921293287784499260e-01 -6.328036723374452777e-03 -1.679118144725720185e+00
-4.767081780084027054e-01 8.732639505470984886e-02 -1.670249044247281489e+00
-2.659594359857365142e-01 4.368300001898788310e-01 -1.110262378138944683e+00
-4.296327401662335399e-01 -1.924963406201882776e-01 -1.676690298733930717e+00
-9.371447017004158608e-02 -1.794749046324852770e-01 -8.610164967262647906e-01
-6.747015456771388031e-02 -3.045199834081060430e-01 -5.736396823484710694e-01
-4.095400458716247361e-01 3.523304154270547883e-01 -1.578399885044007078e+00
-3.554740817985583279e-01 -2.333583597525716868e-01 -1.717238971750798981e+00
-4.631009376517437048e-01 1.745296812237029371e-02 -1.558409711670076803e+00
-8.021193115626459313e-01 6.762437612064005066e-01 -1.476361416888089195e+00
-5.384132327055722866e-01 3.541837766740698612e-01 -1.455898588310883923e+00
-1.866894704359300383e-01 -2.704356631227398111e-01 -1.078565259401383258e+00
-1.877886553758325583e-01 -2.071681279026407196e-01 -1.118162913691314486e+00
-1.483968938643431823e-01 -2.593423492862214630e-01 -9.979566778166457652e-01
-4.749776111101332576e-01 4.009379102849379706e-01 -1.409762777808378331e+00
-3.882887935494039322e-01 7.346141883038370679e-02 -1.710414735545093379e+00
-3.861506030023064140e-01 4.728675914495283905e-02 -1.473209024604017259e+00
-2.915429723594613054e-01 6.882522828156822925e-03 -1.216501724093735248e+00
-4.129627946573838360e-01 -3.666194170286019016e-02 -1.748487070320273062e+00
-3.807692445057094255e-01 6.708859877180373132e-02 -1.482880950714758228e+00
-2.997797086075265627e-02 4.350878531020185847e-02 -8.976703008821971252e-01
-2.697511907602595516e-02 -1.909215411292564113e-01 -8.873505067123126366e-01
4.406554973130917263e-01 7.496919156213976976e-02 -8.937016426918589218e-01
4.286147644979049209e-02 3.206460890209541503e-01 -1.112292921431158987e+00
-1.147100811693098632e-01 -2.163032253146113248e-01 -1.042351107440651958e+00
-1.768161423405125721e-01 -1.187047510986474208e-01 -1.184861041815310045e+00
-1.567156223741222876e-02 -3.407300469159508793e-01 -1.408429466812354036e+00
-3.927724585248319467e-01 -1.461114175149162975e-01 -1.486197523093675699e+00
-1.085380372778765867e-01 -2.373336166645003686e-01 -1.004877178143836147e+00
3.505240107908330627e-02 -2.691712398055443600e-01 -8.693521482059907157e-01
-3.125482154249577538e-01 1.299025293380395851e-01 -1.050313654284568798e+00
-4.398899769702613316e-02 -2.078988436846316290e-01 -9.759265085598798350e-01
-6.923345682123038802e-02 3.104314233921883215e-01 -1.388036682318666948e+00
-2.530623088602866888e-01 4.990733135655744945e-02 -1.277900257927367278e+00
1.726868489830371001e-01 -4.558048436440031992e-02 -1.523193229294001583e+00
1.700992624378607765e-01 -1.351157832210105880e-01 -8.587911679885422700e-01
9.152975187107476041e-02 -7.237216104601174038e-02 -8.654667678439729173e-01
2.071791792741444205e-01 -5.400524277507088300e-01 -1.445685703181926129e+00
-3.694813855859491181e-02 -2.975879377315635566e-01 -7.458562207041588010e-01
-8.699239507724720877e-03 -3.196774587568285142e-01 -6.197096007914133509e-01
-5.815730525070222923e-02 -2.630431643923571983e-01 -7.259079105727401782e-01
5.433546448158266262e-01 -3.599179229016939985e-01 -1.461995351407630039e+00
-3.320426952643418250e-02 -1.029494621141466837e-01 -1.067619723555683464e+00
-9.270168439441228703e-03 -3.733689497104677457e-01 -5.682518987333189386e-01
-5.176725442729745996e-02 -3.209281246730952830e-01 -8.874983792343087430e-01
-2.133483941144612706e-01 -7.186120308386279021e-02 -1.152547795325499891e+00
-2.751052184263336198e-02 -3.824027498548971948e-01 -5.915159837784713659e-01
-1.266833592272551545e-01 -3.504207498674816179e-01 -9.297846461218064462e-01
-1.039586099132841501e-01 -2.343517486240500602e-01 -1.294579060458826092e+00
4.462788060190006623e-01 -6.667425890608953409e-01 -1.405145255084416789e+00
3.606192346820459305e-01 -1.873700116633614243e-02 -1.324447995459149041e+00
4.454100474198197102e-01 1.437681876329577335e-02 -8.103861056580896616e-01
-3.312463186407641480e-01 1.491351731293235616e-01 -1.043571087618968107e+00
-9.977896332336089191e-03 1.723765636520582234e-01 -7.835561599620355366e-01
8.681257504046755447e-01 -4.378917469441034882e-02 -8.326608822136662980e-01
3.418287212188042545e-02 -4.446270096053979159e-01 -5.601875114734546912e-01
7.994452799602369542e-01 -6.878119174813903669e-01 -1.357748149462590703e+00
-7.298986902220011563e-02 -3.352425724670951013e-01 -7.015146220504675512e-01
-2.293854210677280792e-01 -2.255728262332326040e-01 -1.029158943246883950e+00
3.291355581259524099e-01 -2.234671636163838571e-01 -7.621783079627419966e-01
