X,Y,Z,u,v,w
65.28907012939453,77.38459777832031,24.825212478637695,-0.8743334607974875,0.6130800886979415,-1.796645868949259
65.7779541015625,75.33141326904297,25.76323890686035,-0.7046804794365982,0.38642447866956076,-1.640507058216759
66.47367095947266,77.35942077636719,26.079421997070312,-0.8098142764287596,0.4849957330411456,-1.7672767779651188
62.67766189575195,76.71731567382812,24.676742553710938,-0.9774947895181798,0.721428899356674,-1.706004151610248
62.065948486328125,75.81851196289062,25.067989349365234,-0.9142807418936059,0.6538363726846654,-1.5733509529879832
63.45740509033203,75.90571594238281,24.36234474182129,-0.8771922137018516,0.6283234276033411,-1.6647180820477239
64.77386474609375,75.67144012451172,24.929353713989258,-0.7826960520827846,0.5089218161398676,-1.6641873726009884
64.17180633544922,76.84008026123047,25.156970977783203,-0.9072059543527794,0.6316405752812742,-1.7450705029196563
60.28213119506836,72.81441497802734,24.517696380615234,-0.6597846225254946,0.4365185156617599,-1.1204789913583362
61.11412048339844,71.9524917602539,24.26719856262207,-0.5734235130440101,0.3368815457941565,-1.0787536426970448
61.399166107177734,72.75804138183594,24.220205307006836,-0.6470175795917907,0.4086907918837426,-1.1941452824383632
65.4967269897461,78.05351257324219,25.24901008605957,-0.9030041174608716,0.6253496715601301,-1.8258029849485133
64.61785888671875,78.13341522216797,25.218828201293945,-0.9675508751957841,0.6917937713779168,-1.8380869925312169
64.3822250366211,74.89191436767578,24.85152816772461,-0.7391480020490488,0.46523807561966635,-1.5828650388390528
62.54562759399414,74.5531005859375,25.599138259887695,-0.7749013891229324,0.5007360808422874,-1.4493773480381442
61.02923583984375,74.17677307128906,25.692928314208984,-0.768872272285189,0.5239197324845932,-1.3110259086059308
62.35926818847656,73.85367584228516,25.8078556060791,-0.7117313948289272,0.4370334819644839,-1.355340536190802
62.052223205566406,72.43458557128906,25.21597671508789,-0.5938503148708982,0.32928551769729353,-1.1817107521732844
62.8604736328125,77.80168151855469,25.166898727416992,-1.048096096534213,0.7740141083674885,-1.7911309680236336
65.68362426757812,73.3309555053711,25.092172622680664,-0.5451151876395788,0.2347303920777719,-1.4705496494511685
65.60029602050781,73.96281433105469,25.050535202026367,-0.599620002457834,0.300990788836053,-1.5305758690390157
59.70487594604492,72.49417114257812,25.090343475341797,-0.6212608260969703,0.410281519309855,-1.0352840149335876
59.930084228515625,71.46649932861328,25.240365982055664,-0.5208621268710694,0.3088550074665548,-0.9328039284495659
63.98591232299805,74.13465881347656,25.329967498779297,-0.6897267147670383,0.39771881298746337,-1.4799924090579353
63.76470947265625,78.74980163574219,25.57784652709961,-1.06081925370272,0.7692109174867809,-1.864284610498519
61.822532653808594,78.19847106933594,26.228321075439453,-1.112000001331236,0.8045894589292715,-1.7477339007433415
60.270362854003906,76.58232879638672,26.239009857177734,-1.000251357973411,0.7335167883069147,-1.5001133259062733
66.494384765625,72.72978973388672,25.63664436340332,-0.46742841290433407,0.11011566836135245,-1.429807162466787
67.58776092529297,73.18771362304688,25.57962417602539,-0.451107263290514,0.09659711683353578,-1.50966319823101
66.66153717041016,74.57403564453125,25.956344604492188,-0.605221427934592,0.2606391156525305,-1.5939987623793144
65.52699279785156,72.20535278320312,26.234756469726562,-0.47270350880963147,0.09145395736474171,-1.3194098558631673
60.983524322509766,78.1246109008789,26.581443786621094,-1.1244578332756898,0.8151751036874302,-1.684092537063922
63.21689224243164,79.54769897460938,26.51693344116211,-1.148630787231623,0.8125583217872219,-1.8817125549554277
65.28227996826172,78.80772399902344,26.405061721801758,-0.9726861332830883,0.6430337869843115,-1.8504824890679608
63.11015701293945,74.08158111572266,25.80706787109375,-0.7124193280779614,0.4221587836075642,-1.4223212267344891
60.77487564086914,70.94911193847656,26.07182502746582,-0.46023845209966086,0.2247248327882403,-0.9085247884506948
64.31294250488281,72.70616149902344,26.75672149658203,-0.5511540047025111,0.19265427353006004,-1.3077064097254478
66.64671325683594,75.40957641601562,26.036827087402344,-0.6691171795964526,0.3305009309274425,-1.6526917904951013
67.64814758300781,77.33767700195312,26.280454635620117,-0.7434418073600195,0.4005105011803707,-1.7410939597989312
59.29249954223633,72.10934448242188,26.8311767578125,-0.5485898235869822,0.37499659680027975,-0.9331340531483434
66.82272338867188,78.3178482055664,27.628440856933594,-0.8655770698930378,0.4688232824267544,-1.7968095415836238
61.3971061706543,74.650390625,25.5938663482666,-0.810881637902014,0.5569003526678529,-1.3913997074758058
59.88422393798828,75.04438018798828,25.72919464111328,-0.8640611799859698,0.6295522780088163,-1.3222629283868272
68.73471069335938,74.1980972290039,27.150836944580078,-0.5179668888015551,0.08095773134936479,-1.5592954449604335
60.065555572509766,73.59273529052734,25.996585845947266,-0.7138486893621554,0.4956675570946132,-1.1705669341518927
60.13899612426758,74.14591979980469,26.161075592041016,-0.7654246493708823,0.5417562293606224,-1.2348346321900223
66.79815673828125,71.68778228759766,26.993505477905273,-0.3969992205132171,-0.06268605647343861,-1.3015076450868222
59.19822692871094,76.09058380126953,26.629629135131836,-0.9518027672319848,0.7112363609019212,-1.3571592873557847
64.58741760253906,79.95033264160156,28.2779541015625,-1.109299529203057,0.7006307883900931,-1.8966686821058332
59.220970153808594,74.87161254882812,26.40237808227539,-0.836087477569637,0.6232621188444014,-1.2384673720475057
68.21224975585938,76.40816497802734,26.83777618408203,-0.6739661819224729,0.2908844312607357,-1.6868785981311234
62.83831787109375,72.78067779541016,26.4296875,-0.5955689832920812,0.292970083624283,-1.2441994693011722
69.61164093017578,75.16717529296875,27.828956604003906,-0.5672901413773789,0.11942327649406081,-1.5997815287883626
61.849754333496094,71.21719360351562,26.711780548095703,-0.46839272004700383,0.1898348197814741,-0.988236590992134
66.16020202636719,67.71043395996094,25.309173583984375,-0.16868650241974276,-0.27447808685000297,-0.8145173101472452
66.72264862060547,67.14707946777344,26.994613647460938,-0.13303009346312866,-0.37724199565159466,-0.7090874685280042
66.82406616210938,68.08797454833984,25.875944137573242,-0.17072798519251892,-0.3025177533138361,-0.8653677572002927
66.43028259277344,69.73448181152344,26.96886444091797,-0.2783714687177551,-0.21293079127540437,-1.0419464598796964
65.90354919433594,68.66386413574219,25.6612491607666,-0.22315826298195257,-0.2122703831681676,-0.9093626732872373
66.92406463623047,79.35643768310547,29.967548370361328,-0.9276452596849681,0.4290977038984991,-1.8416350751864883
61.75861358642578,70.53712463378906,27.974586486816406,-0.3886647489625714,0.10727629718520149,-0.8580898112927322
69.07479095458984,76.09667205810547,27.670562744140625,-0.6355678503508335,0.20735983794156,-1.6531433115730003
65.25057983398438,67.76461029052734,25.625410079956055,-0.19029297202667267,-0.23529592992176873,-0.7797291950160563
65.04346466064453,68.40959167480469,26.236949920654297,-0.22859291339454813,-0.2009801936571094,-0.8234706886054042
59.573795318603516,73.37550354003906,27.569734573364258,-0.6577495949375202,0.4848737316849352,-1.0812481075594071
62.01136016845703,80.294189453125,28.81804084777832,-1.2625190741496297,0.8526190479339206,-1.8660010401061768
68.52899169921875,72.19190216064453,27.380714416503906,-0.37744791934586536,-0.11854449712732418,-1.4017481239483622
59.51919937133789,78.27349090576172,26.876312255859375,-1.1502231701663943,0.8410852126857051,-1.5800759323883042
65.82701110839844,66.80184936523438,26.691953659057617,-0.13152695748042947,-0.3401062600987146,-0.6443907872499999
64.40408325195312,68.02494812011719,27.185943603515625,-0.21164702857073542,-0.2158671785265014,-0.7003127618896166
58.412479400634766,75.49811553955078,27.670934677124023,-0.8690350591770911,0.6884084989266128,-1.2167503179857633
58.639137268066406,74.43771362304688,27.623676300048828,-0.7637713652863456,0.6127249154389887,-1.1270128905706542
58.291900634765625,77.122314453125,27.007780075073242,-1.0399650427412177,0.7744819614715368,-1.368382876185148
59.7542724609375,70.92936706542969,26.97844123840332,-0.43641795780132075,0.24813577938651576,-0.8209638950129552
59.8741455078125,79.48123168945312,28.196369171142578,-1.2348618203731219,0.8780122924358622,-1.6856606229555204
59.664920806884766,73.90071105957031,27.252378463745117,-0.7187620129574885,0.5296849172832765,-1.152308452655877
65.4692153930664,69.7847900390625,27.788389205932617,-0.31050178516091886,-0.17929687292711805,-0.9795049353279488
62.79661178588867,71.44178771972656,27.600372314453125,-0.46594430392311725,0.137507926722769,-1.0486535003710742
69.95561218261719,75.90010070800781,28.742708206176758,-0.6081433857802102,0.1468072373861773,-1.6368474051047102
64.83451843261719,67.04106903076172,27.261899948120117,-0.15165333975734452,-0.2937262705388477,-0.5908690032341788
69.71756744384766,77.05553436279297,29.55459213256836,-0.67603451553669,0.19266905712122195,-1.6944919842088702
68.87953186035156,78.10979461669922,29.361278533935547,-0.7602780300692054,0.2732501459810237,-1.7431931977107382
58.13048553466797,77.69147491455078,27.80350685119629,-1.0720120196817635,0.7995373079847781,-1.394905139377009
65.78004455566406,71.32977294921875,27.042110443115234,-0.40461653645265827,-0.037254204382563216,-1.2121503785079035
66.99791717529297,69.94053649902344,27.712665557861328,-0.28483104193710196,-0.26062993517061983,-1.0868391002275324
64.53997039794922,70.73616027832031,28.071735382080078,-0.3890560744924444,-0.0479020249305222,-1.0471422158465202
63.680145263671875,71.2560043334961,27.92850112915039,-0.4383474904883629,0.05790700353427525,-1.0682813048401485
70.55148315429688,73.79328155517578,27.907556533813477,-0.45928229972440876,-0.013740471632068818,-1.506331490204854
71.17129516601562,74.78518676757812,28.039525985717773,-0.5136796966090704,0.06596432380743522,-1.5363446350261505
69.73457336425781,77.98326110839844,30.4114990234375,-0.7138070887771157,0.19218478230051517,-1.7273292791288135
62.6680793762207,80.70794677734375,29.160743713378906,-1.270939456912249,0.8408431748195966,-1.913627419876434
66.75430297851562,70.64029693603516,27.121143341064453,-0.32785231077643245,-0.16312611658785414,-1.1725147594730778
63.34244918823242,81.12187194824219,30.10685920715332,-1.2700175745614783,0.8122480268559116,-1.963035391649452
64.70425415039062,69.42639923095703,28.792041778564453,-0.29512664143235967,-0.18791818023097306,-0.8559921694537422
67.82162475585938,78.83888244628906,29.835416793823242,-0.8481435847235521,0.3457398510687,-1.7988346788423826
59.17331314086914,71.93151092529297,28.946950912475586,-0.4688450380757282,0.342627590920344,-0.8628247269220637
69.53201293945312,71.06222534179688,29.465320587158203,-0.32296147687733306,-0.30396210482064134,-1.3308270548035566
70.43359375,71.98019409179688,29.85430145263672,-0.3680708454125119,-0.19167801684102415,-1.4298945697962289
57.5756950378418,76.8793716430664,28.20284652709961,-0.9812890539439838,0.7595827164269764,-1.2699675213636397
70.68356323242188,73.09442138671875,28.60160255432129,-0.41440459010850367,-0.0827162855780017,-1.4799966979174037
67.66423797607422,68.20950317382812,28.374483108520508,-0.18593464792729336,-0.42810422537220916,-0.8681076549387292
59.312862396240234,73.72100830078125,28.7630672454834,-0.6561876244137971,0.5187476511530917,-1.0815106146307194
71.4035415649414,75.22896575927734,28.995933532714844,-0.5403424516059147,0.09262006043923776,-1.5786794893522504
68.2018051147461,70.9723129272461,28.241052627563477,-0.31995919592739913,-0.25584508068560297,-1.2690806761899225
58.05717468261719,74.96243286132812,29.033550262451172,-0.7707395272675859,0.6672110839907646,-1.1179945806928515
67.75670623779297,69.82084655761719,29.538393020629883,-0.32108586816392504,-0.3741076091758231,-1.1175340381831163
59.50457763671875,79.98782348632812,29.469240188598633,-1.2286846355605718,0.8723769798794336,-1.677476158461893
63.1239013671875,70.75501251220703,28.54900360107422,-0.3943170355742624,0.031336990891240646,-0.952119744153169
64.27482604980469,67.65286254882812,27.9384765625,-0.18468553621142375,-0.24932760443114432,-0.6015625474328736
71.6951904296875,73.68252563476562,29.109722137451172,-0.4482360538840227,-0.007308545827079627,-1.509319992646624
67.35647583007812,67.42096710205078,28.516254425048828,-0.15097863329842898,-0.44425439272071543,-0.7224060499532357
65.50090026855469,66.62063598632812,28.445987701416016,-0.11776034578147937,-0.37378014673775795,-0.4955451503551309
71.76285552978516,75.61638641357422,30.432052612304688,-0.5540571237721628,0.10788116972592832,-1.6415554378964288
60.63993453979492,81.19352722167969,29.869274139404297,-1.3217274038632723,0.8977208899446438,-1.8310194101343527
57.40152359008789,76.6590805053711,29.12601089477539,-0.9250681761266375,0.7462631376204314,-1.2297886253630068
64.67196655273438,69.92941284179688,28.93991470336914,-0.32876889509433027,-0.1507167110797809,-0.9241970335215228
59.35569381713867,73.0365219116211,29.621627807617188,-0.5550317302463127,0.43046362763405455,-0.9938272922478326
66.14273834228516,79.99859619140625,30.933977127075195,-0.9997816463722956,0.4787286197967049,-1.8918137943839781
70.3187026977539,76.3307113647461,29.97146987915039,-0.6217123619680536,0.14119154445359072,-1.6706973964959921
61.59099578857422,70.35089111328125,29.302549362182617,-0.33958099380365925,0.07312494762365418,-0.7840849062037449
