0 1 2
3 4 5
5 4 6
3 7 2
5 7 3
3 1 4
6 4 8
0 2 9
1 3 2
4 10 11
4 12 8
13 14 15
7 5 16
15 14 17
2 18 19
18 2 7
2 19 9
1 0 20
10 1 20
11 21 12
12 4 11
6 16 5
22 17 14
14 23 22
1 10 4
24 8 12
25 18 7
13 10 20
21 26 12
7 16 25
20 23 13
6 8 27
12 26 28
12 28 24
23 14 13
20 0 29
16 30 25
6 31 16
17 22 32
33 21 11
9 29 0
25 30 34
25 35 18
30 16 31
36 10 13
11 37 33
31 6 27
24 38 8
37 10 36
21 33 26
15 17 39
11 10 37
13 15 36
31 40 30
25 34 35
23 20 41
20 29 41
42 30 40
27 8 38
29 9 43
33 37 44
15 39 36
9 19 45
19 18 46
22 23 32
18 35 46
29 43 41
24 28 47
48 26 33
26 47 28
19 46 45
48 33 44
43 9 45
32 23 49
41 49 23
35 34 50
39 17 32
34 30 51
34 51 50
42 40 52
53 44 37
46 35 50
54 36 39
37 36 54
51 30 42
44 55 48
47 26 56
40 31 57
48 58 26
59 41 43
40 57 52
43 45 60
46 61 45
58 48 55
51 42 52
62 55 44
39 32 49
24 47 63
37 64 53
54 39 49
26 58 56
61 46 50
55 62 65
38 24 63
55 65 58
54 64 37
59 43 60
57 66 52
50 51 52
50 52 66
62 44 53
27 67 31
59 49 41
27 63 67
47 56 68
69 70 71
71 70 72
63 47 68
57 31 67
61 50 73
63 27 38
60 45 61
58 74 56
71 72 62
66 73 50
64 54 75
60 76 59
58 65 77
74 58 77
62 53 64
49 78 54
75 54 78
68 56 79
73 66 80
81 61 73
64 75 82
83 57 67
59 78 49
78 59 76
84 71 62
84 69 71
84 64 82
66 57 83
60 61 81
65 62 72
62 64 84
66 83 80
80 81 73
72 70 85
76 60 86
69 85 70
69 84 87
88 65 72
89 56 74
63 90 67
79 56 89
88 77 65
67 90 83
63 68 91
60 81 92
88 72 93
89 74 77
81 80 94
86 60 92
72 85 93
90 95 83
63 91 90
68 96 91
69 87 85
77 88 97
76 98 78
77 99 89
97 93 100
82 75 101
98 75 78
80 83 102
93 85 103
93 97 88
104 95 90
96 68 79
81 94 92
82 101 105
102 94 80
98 106 75
98 76 86
101 75 106
84 82 87
102 83 95
107 77 97
89 108 79
86 92 109
107 97 110
79 111 96
107 99 77
103 100 93
103 85 112
82 105 113
111 79 114
100 115 97
82 113 87
102 95 116
102 116 94
108 114 79
110 97 115
117 103 118
118 103 112
112 87 113
112 85 87
105 101 119
109 92 120
98 86 109
116 95 104
103 117 121
108 89 99
118 112 122
118 122 123
96 124 125
96 111 124
91 96 126
121 100 103
105 119 127
124 111 128
108 99 107
113 105 127
126 90 91
100 121 129
98 109 130
127 131 113
118 123 117
104 90 126
113 122 112
113 132 122
106 119 101
126 96 125
106 98 130
133 92 94
117 134 135
136 137 104
116 133 94
138 104 126
131 132 113
116 104 137
111 114 128
133 120 92
139 140 114
141 127 119
131 142 132
115 100 129
143 120 133
132 144 123
133 137 143
116 137 133
122 132 123
134 117 123
126 125 138
135 121 117
144 132 142
137 145 143
109 120 146
147 140 139
148 114 108
119 149 141
106 150 119
130 109 146
140 147 151
145 137 136
136 104 138
152 125 124
146 120 143
114 140 153
139 114 148
151 153 140
141 131 127
148 108 154
149 119 150
130 150 106
123 144 134
136 138 155
145 155 156
155 145 136
108 107 154
114 153 128
146 143 145
157 148 154
158 110 115
142 131 159
138 160 155
144 161 134
135 134 162
128 152 124
160 138 163
159 131 141
161 164 134
138 125 163
145 156 165
152 163 125
158 115 129
147 139 166
139 148 166
155 160 156
141 149 167
145 168 146
169 150 130
162 134 164
142 159 170
154 107 171
129 121 172
171 107 110
166 148 157
169 130 173
161 144 174
160 163 175
173 130 146
149 150 169
135 172 121
153 151 176
147 166 177
160 165 156
173 146 168
171 178 179
171 179 154
164 161 180
175 165 160
163 181 175
142 170 144
182 110 158
157 183 166
147 177 151
152 128 184
151 177 176
185 168 145
186 149 187
167 149 186
145 165 185
184 128 153
153 176 184
154 179 157
171 110 182
129 172 188
181 163 189
149 169 187
183 157 179
167 159 141
188 158 129
166 183 190
175 181 191
178 192 181
178 181 189
189 163 152
177 166 190
165 175 185
176 177 193
194 159 167
173 168 195
161 174 196
171 182 197
198 158 188
181 192 199
152 184 200
185 175 191
158 198 182
184 176 193
178 189 179
189 201 179
168 185 195
178 171 202
170 174 144
193 177 190
183 200 190
183 201 200
179 201 183
182 198 203
162 204 135
205 135 204
205 172 135
187 169 173
201 152 200
201 189 152
170 159 194
200 184 193
197 202 171
199 191 181
187 173 195
193 190 200
204 162 164
161 196 180
197 182 206
204 164 207
194 167 208
167 186 208
185 209 195
174 170 210
174 210 211
212 186 187
206 182 203
178 202 192
213 187 195
187 213 212
164 180 207
214 205 204
204 207 214
213 195 209
209 185 191
215 198 188
174 211 196
180 196 216
217 213 209
212 208 186
217 218 219
188 172 215
220 198 215
221 209 191
218 217 221
170 194 210
219 213 217
219 212 213
222 172 223
224 218 221
217 209 221
219 218 222
191 199 225
212 219 226
218 224 222
207 227 214
215 172 222
207 180 216
224 215 222
223 172 205
208 212 226
225 221 191
223 205 228
219 229 226
219 222 223
225 202 197
196 230 231
196 231 216
203 198 220
226 232 208
225 192 202
210 194 233
221 225 234
207 216 227
225 199 192
227 235 214
228 205 214
219 223 236
220 206 203
216 231 227
194 232 233
235 228 214
220 215 224
230 196 211
224 221 234
236 229 219
232 194 208
197 206 225
210 237 211
229 238 226
235 229 236
210 233 237
225 239 234
232 226 238
234 240 224
228 241 223
240 220 224
227 242 235
236 223 241
236 241 243
235 242 244
235 236 243
239 225 206
235 244 229
237 233 245
241 228 243
228 235 243
233 232 238
206 220 240
211 237 246
242 227 231
240 239 206
246 237 245
239 240 234
238 229 244
233 238 245
246 230 211
244 242 247
245 238 248
245 248 246
242 231 247
244 248 238
244 247 248
231 230 249
248 247 250
231 249 250
247 231 250
251 230 246
250 251 248
246 248 251
249 230 251
249 251 250
