,x,y,z,r,ux,uy,uz,U_mag,mu,g11,g12,g13,g21,g22,g23,g31,g32,g33,F11,F12,F13,F21,F22,F23,F31,F32,F33,C11,C12,C13,C21,C22,C23,C31,C32,C33,w1,w2,w3,v11,v12,v13,v21,v22,v23,v31,v32,v33
0,0.0,0.0,20.0,0.0,-0.10115625164398255,-0.0882956581299054,-1.8504051575797638,1.8552703193036437,328.2500000000094,0.01955728784058392,-0.06246269131900378,0.08231798593271823,-0.05476318432210726,0.01602732645492226,-0.051332313435486256,-0.04932194944128065,0.024542647389596092,-0.004788962504357812,1.0195572878405839,-0.06246269131900378,0.08231798593271823,-0.05476318432210726,1.0160273264549222,-0.051332313435486256,-0.04932194944128065,0.024542647389596092,0.9952110374956422,1.0449287242426324,-0.12053567512108065,0.03765327494564472,-0.12053567512108065,1.0368154574508404,-0.03287172255443101,0.03765327494564472,-0.03287172255443101,0.9998562663638108,1.1756527298210475,0.9201750180401426,0.9857727001960923,0.6934403579905486,-0.6667130074073699,0.27319267132146874,-0.7000733166516746,-0.7131311755687313,0.03662345893390583,-0.1704048744087563,0.2166510839709312,0.9612619240310917
1,0.0,0.0,20.555555555555557,0.5555555555555571,-0.09432448662985245,-0.08641724910378483,-1.829529474065011,1.8339964956872863,328.25000000000813,-0.0414329136557046,0.017652887178016642,0.012297177025433436,0.021393706375631504,-0.021394323428862164,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,0.03757623032655463,0.9585670863442954,0.017652887178016642,0.012297177025433436,0.021393706375631504,0.9786056765711378,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,1.0375762303265545,0.9204174394839648,0.0392686424034037,-0.022691280993271282,0.0392686424034037,0.9597765284620662,-0.04044377812743331,-0.022691280993271282,-0.04044377812743331,1.076727086383779,1.0959296912925085,0.8961489892740402,0.9648423737632609,-0.19332545119763547,-0.33019936568228897,0.9239013198509053,-0.8473697429274749,0.5308581440327143,0.012415703168442392,0.4945601972361453,0.7804857524754422,0.38242934183007976
2,0.0,0.0,21.11111111111111,1.1111111111111107,-0.08749272161572276,-0.08453884007766403,-1.8086537905502584,1.812741108346479,328.2500000000068,-0.0414329136557046,0.017652887178016642,0.012297177025433436,0.021393706375631504,-0.021394323428862164,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,0.03757623032655463,0.9585670863442954,0.017652887178016642,0.012297177025433436,0.021393706375631504,0.9786056765711378,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,1.0375762303265545,0.9204174394839648,0.0392686424034037,-0.022691280993271282,0.0392686424034037,0.9597765284620662,-0.04044377812743331,-0.022691280993271282,-0.04044377812743331,1.076727086383779,1.0959296912925085,0.8961489892740402,0.9648423737632609,-0.19332545119763547,-0.33019936568228897,0.9239013198509053,-0.8473697429274749,0.5308581440327143,0.012415703168442392,0.4945601972361453,0.7804857524754422,0.38242934183007976
3,0.0,0.0,21.666666666666668,1.6666666666666679,-0.08066095660159309,-0.0826604310515432,-1.7877781070355059,1.7915048134953386,328.2500000000056,-0.0414329136557046,0.017652887178016642,0.012297177025433436,0.021393706375631504,-0.021394323428862164,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,0.03757623032655463,0.9585670863442954,0.017652887178016642,0.012297177025433436,0.021393706375631504,0.9786056765711378,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,1.0375762303265545,0.9204174394839648,0.0392686424034037,-0.022691280993271282,0.0392686424034037,0.9597765284620662,-0.04044377812743331,-0.022691280993271282,-0.04044377812743331,1.076727086383779,1.0959296912925085,0.8961489892740402,0.9648423737632609,-0.19332545119763547,-0.33019936568228897,0.9239013198509053,-0.8473697429274749,0.5308581440327143,0.012415703168442392,0.4945601972361453,0.7804857524754422,0.38242934183007976
4,0.0,0.0,22.22222222222222,2.2222222222222214,-0.07382919158746341,-0.08078202202542244,-1.7669024235207533,1.7702882982318122,328.2500000000044,-0.0414329136557046,0.017652887178016642,0.012297177025433436,0.021393706375631504,-0.021394323428862164,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,0.03757623032655463,0.9585670863442954,0.017652887178016642,0.012297177025433436,0.021393706375631504,0.9786056765711378,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,1.0375762303265545,0.9204174394839648,0.0392686424034037,-0.022691280993271282,0.0392686424034037,0.9597765284620662,-0.04044377812743331,-0.022691280993271282,-0.04044377812743331,1.076727086383779,1.0959296912925085,0.8961489892740402,0.9648423737632609,-0.19332545119763547,-0.33019936568228897,0.9239013198509053,-0.8473697429274749,0.5308581440327143,0.012415703168442392,0.4945601972361453,0.7804857524754422,0.38242934183007976
5,0.0,0.0,22.77777777777778,2.7777777777777786,-0.06699742657333373,-0.07890361299930164,-1.746026740006001,1.7490922823361197,328.25000000000307,-0.0414329136557046,0.017652887178016642,0.012297177025433436,0.021393706375631504,-0.021394323428862164,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,0.03757623032655463,0.9585670863442954,0.017652887178016642,0.012297177025433436,0.021393706375631504,0.9786056765711378,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,1.0375762303265545,0.9204174394839648,0.0392686424034037,-0.022691280993271282,0.0392686424034037,0.9597765284620662,-0.04044377812743331,-0.022691280993271282,-0.04044377812743331,1.076727086383779,1.0959296912925085,0.8961489892740402,0.9648423737632609,-0.19332545119763547,-0.33019936568228897,0.9239013198509053,-0.8473697429274749,0.5308581440327143,0.012415703168442392,0.4945601972361453,0.7804857524754422,0.38242934183007976
6,0.0,0.0,23.333333333333332,3.333333333333332,-0.06016566155920405,-0.07702520397318086,-1.7251510564912482,1.7279175201932633,328.2500000000018,-0.0414329136557046,0.017652887178016642,0.012297177025433436,0.021393706375631504,-0.021394323428862164,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,0.03757623032655463,0.9585670863442954,0.017652887178016642,0.012297177025433436,0.021393706375631504,0.9786056765711378,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,1.0375762303265545,0.9204174394839648,0.0392686424034037,-0.022691280993271282,0.0392686424034037,0.9597765284620662,-0.04044377812743331,-0.022691280993271282,-0.04044377812743331,1.076727086383779,1.0959296912925085,0.8961489892740402,0.9648423737632609,-0.19332545119763547,-0.33019936568228897,0.9239013198509053,-0.8473697429274749,0.5308581440327143,0.012415703168442392,0.4945601972361453,0.7804857524754422,0.38242934183007976
7,0.0,0.0,23.88888888888889,3.8888888888888893,-0.053333896545074345,-0.07514679494706006,-1.7042753729764957,1.7067648028494347,328.2500000000005,-0.0414329136557046,0.017652887178016642,0.012297177025433436,0.021393706375631504,-0.021394323428862164,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,0.03757623032655463,0.9585670863442954,0.017652887178016642,0.012297177025433436,0.021393706375631504,0.9786056765711378,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,1.0375762303265545,0.9204174394839648,0.0392686424034037,-0.022691280993271282,0.0392686424034037,0.9597765284620662,-0.04044377812743331,-0.022691280993271282,-0.04044377812743331,1.076727086383779,1.0959296912925085,0.8961489892740402,0.9648423737632609,-0.19332545119763547,-0.33019936568228897,0.9239013198509053,-0.8473697429274749,0.5308581440327143,0.012415703168442392,0.4945601972361453,0.7804857524754422,0.38242934183007976
8,0.0,0.0,24.444444444444443,4.444444444444443,-0.046502131530944686,-0.07326838592093926,-1.6833996894617431,1.6856349602129976,328.24999999999926,-0.0414329136557046,0.017652887178016642,0.012297177025433436,0.021393706375631504,-0.021394323428862164,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,0.03757623032655463,0.9585670863442954,0.017652887178016642,0.012297177025433436,0.021393706375631504,0.9786056765711378,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,1.0375762303265545,0.9204174394839648,0.0392686424034037,-0.022691280993271282,0.0392686424034037,0.9597765284620662,-0.04044377812743331,-0.022691280993271282,-0.04044377812743331,1.076727086383779,1.0959296912925085,0.8961489892740402,0.9648423737632609,-0.19332545119763547,-0.33019936568228897,0.9239013198509053,-0.8473697429274749,0.5308581440327143,0.012415703168442392,0.4945601972361453,0.7804857524754422,0.38242934183007976
9,0.0,0.0,25.0,5.0,-0.03967036651681497,-0.07138997689481846,-1.6625240059469906,1.6645288634117013,328.249999999998,-0.0414329136557046,0.017652887178016642,0.012297177025433436,0.021393706375631504,-0.021394323428862164,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,0.03757623032655463,0.9585670863442954,0.017652887178016642,0.012297177025433436,0.021393706375631504,0.9786056765711378,0.0033811362470174276,-0.03329999683012346,-0.04237727951499484,1.0375762303265545,0.9204174394839648,0.0392686424034037,-0.022691280993271282,0.0392686424034037,0.9597765284620662,-0.04044377812743331,-0.022691280993271282,-0.04044377812743331,1.076727086383779,1.0959296912925085,0.8961489892740402,0.9648423737632609,-0.19332545119763547,-0.33019936568228897,0.9239013198509053,-0.8473697429274749,0.5308581440327143,0.012415703168442392,0.4945601972361453,0.7804857524754422,0.38242934183007976
