,x,y,z,r,ux,uy,uz,U_mag,mu,g11,g12,g13,g21,g22,g23,g31,g32,g33,F11,F12,F13,F21,F22,F23,F31,F32,F33,C11,C12,C13,C21,C22,C23,C31,C32,C33,xstretch,ystretch,zstretch
0,0.0,0.0,20.0,0.0,-0.10115625164398255,-0.08829565812990539,-1.8504051575797638,1.8552703193036437,162.50000000000455,0.018267847817329173,-0.06479630670666671,0.0835867863815221,-0.05392045445781668,0.014446404898775474,-0.0536279948636241,-0.048595229142086666,0.0260558582733539,-0.005410571023802706,1.0182678478173293,-0.06479630670666671,0.0835867863815221,-0.05392045445781668,1.0144464048987756,-0.0536279948636241,-0.048595229142086666,0.0260558582733539,0.9945894289761973,1.042138321602845,-0.12194559735523673,0.03967308172599198,-0.12194559735523673,1.033978977525236,-0.033903960436755434,0.03967308172599198,-0.033903960436755434,0.9990708449218813,1.1754576649789503,0.91590192771735,0.9838285513536638
1,0.0,0.0,20.555555555555557,0.5555555555555571,-0.09458618694566615,-0.08776642392279739,-1.829631136571962,1.8341754517610158,162.50000000000392,-0.04355016429457033,0.01791751567581112,0.011826116456968794,0.02467944920475648,-0.02056262662715289,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,0.03739323781404331,0.9564498357054296,0.01791751567581112,0.011826116456968794,0.02467944920475648,0.9794373733728471,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,1.0373932378140434,0.9167688208648135,0.0429910499494995,-0.02697117335515531,0.0429910499494995,0.9616932484964468,-0.04610651522608073,-0.02697117335515531,-0.04610651522608073,1.076325494380619,1.101420821530787,0.8907212457027381,0.9626454965083552
2,0.0,0.0,21.11111111111111,1.1111111111111107,-0.08801612224735013,-0.08723718971568914,-1.8088571155641597,1.8130971373790328,162.50000000000324,-0.04355016429457033,0.01791751567581112,0.011826116456968794,0.02467944920475648,-0.02056262662715289,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,0.03739323781404331,0.9564498357054296,0.01791751567581112,0.011826116456968794,0.02467944920475648,0.9794373733728471,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,1.0373932378140434,0.9167688208648135,0.0429910499494995,-0.02697117335515531,0.0429910499494995,0.9616932484964468,-0.04610651522608073,-0.02697117335515531,-0.04610651522608073,1.076325494380619,1.101420821530787,0.8907212457027381,0.9626454965083552
3,0.0,0.0,21.666666666666668,1.6666666666666679,-0.08144605754903417,-0.08670795550858088,-1.788083094556358,1.7920359602633535,162.50000000000267,-0.04355016429457033,0.01791751567581112,0.011826116456968794,0.02467944920475648,-0.02056262662715289,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,0.03739323781404331,0.9564498357054296,0.01791751567581112,0.011826116456968794,0.02467944920475648,0.9794373733728471,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,1.0373932378140434,0.9167688208648135,0.0429910499494995,-0.02697117335515531,0.0429910499494995,0.9616932484964468,-0.04610651522608073,-0.02697117335515531,-0.04610651522608073,1.076325494380619,1.101420821530787,0.8907212457027381,0.9626454965083552
4,0.0,0.0,22.22222222222222,2.2222222222222214,-0.07487599285071818,-0.08617872130147267,-1.7673090735485564,1.7709925318186959,162.50000000000205,-0.04355016429457033,0.01791751567581112,0.011826116456968794,0.02467944920475648,-0.02056262662715289,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,0.03739323781404331,0.9564498357054296,0.01791751567581112,0.011826116456968794,0.02467944920475648,0.9794373733728471,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,1.0373932378140434,0.9167688208648135,0.0429910499494995,-0.02697117335515531,0.0429910499494995,0.9616932484964468,-0.04610651522608073,-0.02697117335515531,-0.04610651522608073,1.076325494380619,1.101420821530787,0.8907212457027381,0.9626454965083552
5,0.0,0.0,22.77777777777778,2.7777777777777786,-0.06830592815240219,-0.08564948709436443,-1.7465350525407546,1.7499674923305932,162.50000000000142,-0.04355016429457033,0.01791751567581112,0.011826116456968794,0.02467944920475648,-0.02056262662715289,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,0.03739323781404331,0.9564498357054296,0.01791751567581112,0.011826116456968794,0.02467944920475648,0.9794373733728471,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,1.0373932378140434,0.9167688208648135,0.0429910499494995,-0.02697117335515531,0.0429910499494995,0.9616932484964468,-0.04610651522608073,-0.02697117335515531,-0.04610651522608073,1.076325494380619,1.101420821530787,0.8907212457027381,0.9626454965083552
6,0.0,0.0,23.333333333333332,3.333333333333332,-0.061735863454086194,-0.08512025288725619,-1.725761031532953,1.7289615126559914,162.5000000000008,-0.04355016429457033,0.01791751567581112,0.011826116456968794,0.02467944920475648,-0.02056262662715289,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,0.03739323781404331,0.9564498357054296,0.01791751567581112,0.011826116456968794,0.02467944920475648,0.9794373733728471,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,1.0373932378140434,0.9167688208648135,0.0429910499494995,-0.02697117335515531,0.0429910499494995,0.9616932484964468,-0.04610651522608073,-0.02697117335515531,-0.04610651522608073,1.076325494380619,1.101420821530787,0.8907212457027381,0.9626454965083552
7,0.0,0.0,23.88888888888889,3.8888888888888893,-0.055165798755770185,-0.08459101868014794,-1.7049870105251508,1.7079752960312973,162.50000000000017,-0.04355016429457033,0.01791751567581112,0.011826116456968794,0.02467944920475648,-0.02056262662715289,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,0.03739323781404331,0.9564498357054296,0.01791751567581112,0.011826116456968794,0.02467944920475648,0.9794373733728471,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,1.0373932378140434,0.9167688208648135,0.0429910499494995,-0.02697117335515531,0.0429910499494995,0.9616932484964468,-0.04610651522608073,-0.02697117335515531,-0.04610651522608073,1.076325494380619,1.101420821530787,0.8907212457027381,0.9626454965083552
8,0.0,0.0,24.444444444444443,4.444444444444443,-0.04859573405745422,-0.0840617844730397,-1.6842129895173492,1.6870095800072806,162.4999999999996,-0.04355016429457033,0.01791751567581112,0.011826116456968794,0.02467944920475648,-0.02056262662715289,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,0.03739323781404331,0.9564498357054296,0.01791751567581112,0.011826116456968794,0.02467944920475648,0.9794373733728471,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,1.0373932378140434,0.9167688208648135,0.0429910499494995,-0.02697117335515531,0.0429910499494995,0.9616932484964468,-0.04610651522608073,-0.02697117335515531,-0.04610651522608073,1.076325494380619,1.101420821530787,0.8907212457027381,0.9626454965083552
9,0.0,0.0,25.0,5.0,-0.04202566935913819,-0.08353255026593147,-1.6634389685095474,1.6660651385210368,162.49999999999895,-0.04355016429457033,0.01791751567581112,0.011826116456968794,0.02467944920475648,-0.02056262662715289,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,0.03739323781404331,0.9564498357054296,0.01791751567581112,0.011826116456968794,0.02467944920475648,0.9794373733728471,0.0009526215727948289,-0.03692502445253069,-0.04554824660677894,1.0373932378140434,0.9167688208648135,0.0429910499494995,-0.02697117335515531,0.0429910499494995,0.9616932484964468,-0.04610651522608073,-0.02697117335515531,-0.04610651522608073,1.076325494380619,1.101420821530787,0.8907212457027381,0.9626454965083552
