7.242842245078051633e-01,-3.835736998579051260e-01,1.617622375089997178e+00
7.194901906685089443e-01,-3.749056378488972996e-01,1.637921163768201183e+00
7.332463752224995801e-01,-3.902828291601991850e-01,1.653817504435302510e+00
7.202675297426992529e-01,-3.695060157891987274e-01,1.651662733952900197e+00
7.267868892640052536e-01,-3.879649588249947101e-01,1.574004650976501551e+00
7.395956045192946249e-01,-4.041105212650961676e-01,1.605714536292698114e+00
7.499272365508957705e-01,-4.161781781758975285e-01,1.576950253640699628e+00
8.071262866704032035e-01,-4.690700688986879641e-01,1.674301936214202868e+00
7.861166843997011711e-01,-4.494653175792961974e-01,1.663576893088102082e+00
7.932759511744009728e-01,-4.522226396223913980e-01,1.686763218202699477e+00
7.935467063858965275e-01,-4.414108176991931032e-01,1.796315168571997134e+00
7.742483241233060198e-01,-4.126191848996967337e-01,1.792687273152299809e+00
7.854483312052877864e-01,-4.306187341537963675e-01,1.818912133510298901e+00
7.810722151671996016e-01,-4.111607874984031241e-01,1.817374294418200975e+00
7.728682154669002102e-01,-4.410122521916122196e-01,1.600533948636698511e+00
7.713453116619959360e-01,-4.394965161662014452e-01,1.567891424430399638e+00
7.597003812723031047e-01,-4.267440310893988453e-01,1.617921467925800272e+00
8.033228207950031674e-01,-4.548896435580047637e-01,1.827378793169298632e+00
7.927304862996891188e-01,-4.420201119464906014e-01,1.834503942659999609e+00
7.951210451549002300e-01,-4.357948703034963955e-01,1.839673668827099817e+00
7.883492628910033773e-01,-4.548993569527937098e-01,1.637205319448899132e+00
8.013676168204000305e-01,-4.688216888835086138e-01,1.606203149204500136e+00
8.090273594716990146e-01,-4.570727233126063993e-01,1.847880504077199504e+00
7.693687973999985275e-01,-4.347395654344978766e-01,1.646986008067798934e+00
8.231110551889031512e-01,-4.870789845405880669e-01,1.656352188025202565e+00
7.101984188310979107e-01,-3.629519716366047533e-01,1.617414931323899907e+00
7.084379644283984589e-01,-3.628601267964057797e-01,1.581679133442097651e+00
7.000960302890035791e-01,-3.497739439971923048e-01,1.591937453976601802e+00
7.007993186504037908e-01,-3.462646644721019129e-01,1.612883244100199676e+00
7.078927137331021413e-01,-3.478295556027006796e-01,1.645599109811900718e+00
7.297861028027980979e-01,-3.703236718856999232e-01,1.683270738697000724e+00
7.474583916263028982e-01,-4.105131714064071957e-01,1.641943494259102465e+00
7.489332339068042188e-01,-4.075239170209954409e-01,1.667131828221698697e+00
7.687040111282996691e-01,-4.284791126474942757e-01,1.673605041962900941e+00
7.502412109578955324e-01,-4.011289604384984386e-01,1.687786743849102322e+00
8.906211581105978325e-01,-5.477010747863033657e-01,1.659079694887498846e+00
8.732749423825012514e-01,-5.330146454741964135e-01,1.672536784947602939e+00
8.947439296224999339e-01,-5.508731282218946035e-01,1.705229739754798857e+00
8.393472060823015113e-01,-4.926071818920974010e-01,1.808012837957399199e+00
8.268563717879118258e-01,-4.781713215161005337e-01,1.844373788650901957e+00
8.575902051980932583e-01,-5.065941858124887176e-01,1.853665501601298615e+00
8.749036627668971278e-01,-5.268465583137924568e-01,1.838859311948500164e+00
7.455874391690002767e-01,-3.784058705899013830e-01,1.724393740076500592e+00
7.214493908475958506e-01,-3.376109223392944614e-01,1.705748814567598970e+00
