p_x,p_y,p_z,u_x,u_y,u_z,dot
147.239342033,137.965348957,-28.189980057,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,137.965348957,121.810019943,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,127.965348957,121.810019943,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,117.965348957,121.810019943,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,107.965348957,121.810019943,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,97.965348957,121.810019943,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,87.965348957,121.810019943,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,77.965348957,121.810019943,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,67.965348957,121.810019943,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,57.965348957,121.810019943,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,47.965348957,121.810019943,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,37.965348957,121.810019943,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,27.965348957,121.810019943,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,17.965348957,121.810019943,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,7.965348957,121.810019943,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,7.965348957,-28.189980057,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,17.965348957,-28.189980057,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,27.965348957,-28.189980057,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,37.965348957,-28.189980057,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,47.965348957,-28.189980057,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,57.965348957,-28.189980057,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,67.965348956,-28.189980057,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,77.965348956,-28.189980057,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,87.965348957,-28.189980057,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,97.965348957,-28.189980057,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,107.965348957,-28.189980057,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,117.965348957,-28.189980057,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,127.965348957,-28.189980057,0.000000000,0.000000000,0.000000000,0.000000000
-2.760657967,137.965348957,-28.189980057,0.000000000,0.000000000,0.000000000,0.000000000
62.965091705,76.109909058,22.921890259,0.714306869,-0.369795266,1.605572147,-0.825491623
63.291271210,76.114196777,22.913280487,0.716652046,-0.369121208,1.635666276,-0.734449348
63.245151520,76.350212097,22.915670395,0.744140273,-0.399645236,1.669578692,-0.769797730
62.564571381,76.274673462,22.921890259,0.749741074,-0.415677577,1.600195419,-0.855023107
62.521190643,75.953147888,23.102399826,0.724434983,-0.384789601,1.546340571,-0.738185958
63.267681122,75.890419006,23.005569458,0.706244138,-0.358528681,1.597010506,-0.670145778
62.832981110,76.511077881,22.879339218,0.755031879,-0.415505400,1.660893455,-0.891666134
63.543079376,76.115783691,23.048089981,0.719315449,-0.362553081,1.660177527,-0.612799417
63.502281189,76.618988037,23.114709854,0.755782865,-0.401645602,1.708004942,-0.701367688
63.489540100,75.692352295,23.160989761,0.698422532,-0.338825681,1.621400686,-0.630294739
62.162479401,76.269866943,23.079370499,0.746509509,-0.412143111,1.551447269,-0.839642357
62.514209747,75.552101135,23.392940521,0.705852340,-0.361987147,1.503106791,-0.684807947
62.941730499,75.723861694,23.125339508,0.698408867,-0.348139530,1.575884717,-0.724031129
62.377899170,76.574943542,22.921289444,0.772472814,-0.438794318,1.634037598,-0.952269434
62.044651031,76.647087097,23.040519714,0.787528365,-0.454911099,1.614647472,-0.963316073
61.796390533,76.479148865,23.200950623,0.776352498,-0.444900455,1.548964887,-0.912911813
62.025699615,75.879188538,23.369390488,0.729562703,-0.393226450,1.499058978,-0.717580561
62.438209534,77.280738831,23.186880112,0.816268532,-0.475668126,1.693534675,-0.881323887
62.563838959,77.023948669,23.051839828,0.774729831,-0.437561332,1.661389314,-0.854047034
62.795188904,77.157142639,23.172119141,0.796174612,-0.452359521,1.702188756,-0.825046714
62.025718689,77.393157959,23.248350143,0.842937963,-0.505285662,1.662508008,-0.960627724
62.219150543,76.963150024,23.041189194,0.804275978,-0.470266677,1.633253552,-0.966345672
62.565639496,76.793823242,22.932949066,0.774729831,-0.437561332,1.661389314,-0.908510056
62.950740814,76.845443726,23.026290894,0.781932408,-0.439236925,1.689793409,-0.795284223
62.858299255,77.442031860,23.290800095,0.817304008,-0.471559573,1.734986352,-0.883844717
63.254051208,77.102752686,23.226169586,0.784594234,-0.434008295,1.730061775,-0.834104075
64.197029114,77.678977966,23.238319397,0.789591478,-0.436054904,1.770896229,-0.870838951
64.602416992,77.338226318,23.347719193,0.773924695,-0.405814237,1.799109559,-0.643024273
64.652603149,77.734413147,23.223979950,0.791099954,-0.436144572,1.831029915,-0.643708317
64.381011963,78.061149597,23.176139832,0.813068851,-0.463377896,1.839877695,-0.926695951
63.600181580,78.302642822,23.342769623,0.867203306,-0.520128275,1.819182599,-0.937682532
64.199928284,77.162437439,23.336719513,0.762329570,-0.401926982,1.738123917,-0.800832199
64.578773499,76.950233459,23.467699051,0.752764858,-0.380686811,1.749499388,-0.609311521
64.851150513,77.075698853,23.573799133,0.762168968,-0.382386351,1.780876225,-0.459644845
64.981796265,77.479797363,23.561550140,0.793321648,-0.424307449,1.835986107,-0.366576081
65.177078247,76.995323181,23.877090454,0.767904145,-0.374373208,1.803558657,-0.445018062
65.336311340,77.416397095,23.937019348,0.786603486,-0.395194705,1.834937432,-0.421169553
61.769088745,76.968589783,23.204980850,0.821295720,-0.487328050,1.609706609,-0.991392569
61.872230530,76.180877686,23.258289337,0.751215062,-0.418691605,1.515946380,-0.797733199
64.678123474,77.987136841,23.163700104,0.798959630,-0.444962569,1.840686039,-0.679559980
64.647056580,78.248413086,23.297399521,0.825393429,-0.472991205,1.852366663,-0.601056141
64.883872986,77.944358826,23.388139725,0.806661376,-0.439342708,1.850922110,-0.311636000
65.261833191,77.884483337,23.888500214,0.818692789,-0.433803004,1.866784186,-0.344658657
61.460529327,76.706481934,23.360389709,0.813672581,-0.481193138,1.572220752,-0.952379220
64.921791077,78.339759827,23.692699432,0.837048486,-0.463578843,1.872854525,-0.309245780
64.269676208,78.435958862,23.316169739,0.841581044,-0.489498359,1.854294995,-0.842669372
62.396720886,77.608757019,23.311729431,0.843060503,-0.501555351,1.711655506,-0.904830032
62.048580170,77.954849243,23.424509048,0.858561724,-0.515757322,1.734318251,-0.965347278
61.545410156,77.511703491,23.451890945,0.830522259,-0.496334521,1.595780703,-0.999771040
63.224628448,75.635101318,23.138250351,0.698408867,-0.348139530,1.575884717,-0.648939980
63.159881592,75.281837463,23.380920410,0.678807804,-0.318547842,1.561242811,-0.722506775
63.822208405,75.855796814,23.227840424,0.699990284,-0.334761922,1.637564857,-0.622939320
64.226760864,75.779411316,23.440130234,0.685931015,-0.315201025,1.622530592,-0.642976103
63.915641785,76.266532898,23.252849579,0.741470477,-0.379906289,1.705501212,-0.639027244
63.911651611,76.610481262,23.286489487,0.754231607,-0.394071239,1.720207274,-0.688221719
63.152568817,76.595352173,22.942070007,0.755959485,-0.412377330,1.676174538,-0.778642694
61.357368469,78.046386719,23.749860764,0.902184515,-0.557470463,1.644319149,-0.993755978
61.632308960,77.965110779,23.537019730,0.886213343,-0.543862949,1.678948740,-0.997888560
61.734920502,78.319709778,23.630210876,0.915028536,-0.567038058,1.726776468,-0.996375420
61.171409607,77.598953247,23.715669632,0.876248585,-0.536523636,1.602431993,-0.993807889
62.054599762,78.387947083,23.523199081,0.892130336,-0.547233843,1.750357674,-0.981137692
62.082710266,78.752212524,23.675340652,0.928395986,-0.577205553,1.782540168,-0.986042473
61.482219696,78.734802246,24.025239944,0.970010295,-0.609662242,1.737539299,-0.983663881
63.990200043,78.800621033,23.530689240,0.876909469,-0.520677839,1.863490396,-0.766511700
62.550178528,78.446762085,23.463640213,0.888472699,-0.542917641,1.786754020,-0.950450357
62.815189362,77.893966675,23.363479614,0.858561724,-0.515757322,1.734318251,-0.911761059
63.549900055,77.512466431,23.309230804,0.781099073,-0.426524139,1.747920815,-0.901450274
64.507293701,78.660423279,23.597980499,0.860475137,-0.495789978,1.874181047,-0.522621863
63.497760773,78.894142151,23.516040802,0.889457874,-0.540857275,1.830253454,-0.873173415
64.161613464,79.140197754,24.024749756,0.908864517,-0.530232469,1.887940275,-0.457766763
63.672729492,79.139846802,23.714969635,0.904998091,-0.549740386,1.855786475,-0.687582475
64.296371460,76.550773621,23.447259903,0.739451532,-0.362094908,1.729275707,-0.659123805
64.712127686,76.007637024,23.720300674,0.720486923,-0.328554199,1.714221024,-0.575274679
64.849441528,76.624717712,23.735080719,0.746812917,-0.357575792,1.757137025,-0.497753285
64.709342957,75.278396606,23.665010452,0.666077989,-0.269591422,1.638574910,-0.665247321
65.038108826,75.641357422,23.916290283,0.697598004,-0.294390469,1.694097665,-0.627153753
65.128196716,76.180206299,23.980180740,0.733444021,-0.331357224,1.751801718,-0.602113493
61.081130981,72.525787354,23.686359406,0.540947515,-0.227861061,1.155334069,-0.354132231
60.813049316,72.148452759,23.738809586,0.486961917,-0.189870782,1.032767208,-0.378648058
61.189880371,72.263580322,23.978139877,0.520263144,-0.204936162,1.116068078,-0.085917881
60.211040497,72.112693787,23.628610611,0.479569466,-0.205138007,0.965335451,-0.575982141
60.594791412,71.775177002,24.007099152,0.465752803,-0.181696074,0.963468270,-0.287957501
61.004989624,71.890380859,24.214979172,0.473050631,-0.175379897,0.996122578,-0.048301983
61.450759888,72.275428772,24.520479202,0.514098130,-0.190344329,1.093502966,0.040113735
60.638690948,72.628189087,23.424200058,0.550171511,-0.253314541,1.133614233,-0.598630723
61.129219055,73.034957886,23.683269501,0.574916287,-0.256541497,1.210341038,-0.457396808
60.228038788,72.542587280,23.303499222,0.534067513,-0.247513006,1.081864198,-0.764430387
59.662761688,72.226112366,23.741809845,0.495668527,-0.232806233,0.948530510,-0.741529672
59.878501892,72.572410583,23.422479630,0.546748756,-0.262480486,1.083963253,-0.896484268
59.399139404,72.681800842,23.898609161,0.560055390,-0.285801220,1.050803845,-0.837766589
59.307949066,72.155998230,24.329729080,0.513494686,-0.270923097,0.903231182,-0.663017956
60.208030701,72.910102844,23.294429779,0.565298011,-0.277012328,1.116862167,-0.918207310
59.425819397,73.211532593,23.885700226,0.594682420,-0.320308703,1.075027821,-0.894247348
59.185150146,73.045967102,24.341499329,0.587365893,-0.325904217,1.023526573,-0.752545335
62.963130951,78.838218689,23.517700195,0.905620721,-0.556127929,1.819898642,-0.929948000
62.498908997,78.830291748,23.566129684,0.904019317,-0.556239373,1.801519232,-0.967843218
61.396060944,72.694412231,24.019880295,0.558225060,-0.234674181,1.189244173,-0.104460105
60.632061005,73.211479187,23.438610077,0.586473745,-0.287615076,1.174677400,-0.737750674
60.962669373,73.490386963,23.685609818,0.606075396,-0.297241624,1.222180842,-0.611429590
62.524139404,79.152770996,23.742149353,0.939966839,-0.584484852,1.822792235,-0.932832994
62.002239227,79.209121704,23.972080231,0.959895794,-0.601406454,1.803384498,-0.971352650
59.734519958,71.810417175,24.102609634,0.466419532,-0.211006163,0.890780375,-0.558374151
64.815040588,78.780433655,24.113300323,0.872017382,-0.487642321,1.889052383,-0.321171016
61.325248718,73.509071350,23.961830139,0.586414183,-0.262861800,1.231151920,-0.442581144
63.151718140,79.202163696,23.709459305,0.922881568,-0.566018752,1.850071799,-0.830510075
62.806278229,79.502731323,23.994920731,0.960366956,-0.595530002,1.849962927,-0.772388575
59.757431030,73.048660278,23.497200012,0.580274638,-0.294138578,1.118162442,-0.990917819
60.151458740,73.373123169,23.462869644,0.600042499,-0.303895385,1.174001552,-0.929739527
59.740581512,73.468482971,23.704450607,0.606083608,-0.323285108,1.118489930,-0.950082740
65.183258057,73.351921082,23.770950317,0.551101353,-0.129186939,1.467163757,-0.742599487
65.187187195,73.665008545,23.553499222,0.587181178,-0.180181200,1.541528213,-0.895742693
64.751876831,73.680313110,23.698379517,0.591992051,-0.196954737,1.485169577,-0.773233709
64.572631836,73.268836975,24.211740494,0.556242419,-0.143722106,1.399277685,-0.683167667
65.575683594,73.339942932,23.688079834,0.554691426,-0.126909864,1.507778646,-0.711796383
65.520866394,73.560897827,23.578939438,0.572858677,-0.150046196,1.546320133,-0.829580077
65.629768372,73.037040710,23.974510193,0.531406924,-0.090702639,1.455742824,-0.676979688
65.406852722,73.833969116,23.542350769,0.595713612,-0.180251280,1.572360277,-0.860167490
65.035102844,74.029342651,23.542530060,0.618509563,-0.213657398,1.584323896,-0.889916759
64.635658264,74.044776917,23.516899109,0.616227051,-0.227433077,1.543644667,-0.869760489
64.364707947,73.934577942,23.642589569,0.605636535,-0.219181898,1.493752005,-0.762745949
64.225669861,73.663497925,24.012220383,0.597411206,-0.207580031,1.430784654,-0.616190047
63.808479309,74.213096619,23.734199524,0.613576726,-0.231435801,1.471643824,-0.748226116
63.814540863,74.484039307,23.545400620,0.653055948,-0.280409882,1.557028093,-0.850485075
63.456600189,74.567901611,23.654840469,0.658942220,-0.296492967,1.507062891,-0.762771103
63.098388672,74.302566528,24.097049713,0.643968183,-0.284886538,1.409068818,-0.642402614
64.144866943,74.087219238,23.621040344,0.613421679,-0.231040450,1.490794496,-0.824076951
64.239608765,74.392951965,23.506710052,0.630261215,-0.243279626,1.564420244,-0.911002699
64.075477600,73.927726746,23.799249649,0.613576726,-0.231435801,1.471643824,-0.650572459
64.223342896,75.065078735,23.463659286,0.669829700,-0.300219969,1.585368736,-0.813223887
63.716728210,74.850181580,23.455989838,0.668976480,-0.304329742,1.559860353,-0.852787670
62.995368958,74.797447205,23.727270126,0.676208126,-0.323295129,1.476356579,-0.723760212
63.811969757,76.939712524,23.301769257,0.754231607,-0.394071239,1.720207274,-0.793501673
65.941398621,73.452453613,23.736780167,0.562430898,-0.121448983,1.547893519,-0.716269915
65.768333435,73.815933228,23.660789490,0.605974376,-0.184071553,1.595265603,-0.745392893
64.715026855,74.339706421,23.500469208,0.634837615,-0.242073228,1.586919928,-0.864164206
64.590858459,74.725776672,23.528230667,0.634837615,-0.242073228,1.586919928,-0.821202098
66.410537720,73.535041809,23.904859543,0.564850095,-0.115266610,1.562404214,-0.688366440
66.176010132,73.763107300,23.817579269,0.602074252,-0.163657374,1.612094208,-0.701469854
63.320110321,74.858360291,23.531909943,0.668976480,-0.304329742,1.559860353,-0.826729201
62.512699127,75.122360229,23.713680267,0.700349252,-0.357465379,1.470068882,-0.692581308
62.520191193,74.698158264,24.032909393,0.663735528,-0.313631120,1.415228220,-0.673847336
63.786579132,75.414886475,23.334419250,0.668976480,-0.304329742,1.559860353,-0.765160961
60.544460297,73.660789490,23.665540695,0.621605943,-0.315896935,1.222056404,-0.777343622
63.442729950,79.443466187,24.048620224,0.942513602,-0.571477538,1.874783608,-0.591298384
