p_x,p_y,p_z,u_x,u_y,u_z,mag,dot
-150.000000000,44.855715851,12.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-63.397459622,-50.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,66.506350946,25.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,66.506350946,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,66.506350946,50.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-42.315791128,-61.514520939,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,1.554445662,62.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,23.205080757,75.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-63.492287388,-74.835753490,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,44.855715851,-12.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,66.506350946,-25.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,44.855715851,-37.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,66.506350946,-50.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,44.916443476,-62.394816668,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,66.577199842,-74.877286113,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,23.215202028,-49.982469445,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,24.635354863,-74.479717173,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-39.353709017,-86.659906141,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,87.897735449,37.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,88.156986041,-37.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,88.010768419,62.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,66.481981343,75.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,87.869304245,87.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,1.295371385,87.051270189,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-20.568124432,74.925211698,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,23.751189813,103.573296383,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-85.063899344,-62.472625582,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-85.066533449,-87.468063179,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-106.783304319,24.853512655,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-86.118326455,37.907902922,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-20.759983800,-48.850274429,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-20.096189432,100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-41.994946728,87.500535672,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,66.506350946,100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,88.156986041,112.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,109.807621135,100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-40.711609606,112.464093519,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-63.768260523,101.244951689,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-86.490881322,114.515187062,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-86.723299692,89.801517433,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-65.180131735,76.169972290,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-86.637015716,63.923991702,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-107.698970262,76.172490329,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-43.108617241,62.791969478,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,88.156986041,-62.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,88.156986041,-87.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,65.856346113,-99.985627234,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,88.156986041,-112.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,43.885961106,-109.822496875,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,87.989063794,12.716010664,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,108.700128554,25.468023105,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
-150.000000000,-85.050728821,-37.495437597,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
