p_x,p_y,p_z,u_x,u_y,u_z,mag,dot
6.157236340,-6.192493017,4.168758546,0.535411856,-0.814801713,-0.444667578,1.071586180,0.849917379
7.914946995,-3.663955696,10.164566027,0.688256260,-0.482099434,-1.084220376,1.371732615,0.320398351
7.160672275,-4.108491770,10.607379971,0.622667154,-0.540591022,-1.131453864,1.400050315,0.285688776
7.759625182,-3.357844290,11.084819773,0.674750016,-0.441821617,-1.182380776,1.431264554,0.219865518
6.902344859,-3.878617245,11.547684888,0.600203901,-0.510344374,-1.231753055,1.462159940,0.188644567
8.000623939,-5.430210897,1.388040231,0.695706429,-0.714501434,-0.148057625,1.008186885,0.963760597
-4.878536927,4.981681919,-11.715029400,-0.424220602,0.655484463,1.249603136,1.473475822,0.207218237
-4.303179018,5.434680987,-11.070903990,-0.374189480,0.715089604,1.180896426,1.430345160,0.282259483
-5.418187530,4.454777643,-12.358556103,-0.471146742,0.586154953,1.318245984,1.517672348,0.128600294
-1.837201941,-1.404510139,18.181944649,-0.159756691,-0.184803966,-1.939407429,1.954731665,-0.819136255
-1.970805448,-2.216725696,17.644505606,-0.171374387,-0.291674434,-1.882080598,1.912242279,-0.661442735
-5.887369090,6.401049815,3.167486953,-0.511945138,0.842243397,-0.337865275,1.041928360,0.906342851
-5.286530664,6.558712891,3.929824598,-0.459698319,0.862988538,-0.419181290,1.063853710,0.868556053
-4.364570678,6.862992370,3.773545025,-0.379527885,0.903025312,-0.402511469,1.059014453,0.881279982
1.384104556,6.774481517,8.193501757,0.120356918,0.891379147,-0.873973521,1.254142052,0.568514426
5.447320877,-6.056427928,-7.030127585,0.473680076,-0.796898412,0.749880276,1.192367528,0.645341521
-2.613063350,-0.998937396,-18.092472512,-0.227222900,-0.131439131,1.929863735,1.947634598,-0.825694483
-1.810059262,7.476350585,1.623902966,-0.157396458,0.983730340,-0.173216316,1.011188864,0.977130632
-10.053192017,-0.998494569,8.765095484,-0.874190610,-0.131380864,-0.934943518,1.286697143,0.430970970
-6.019006597,1.597248314,-15.483140230,-0.523391878,0.210164252,1.651534958,1.745186462,-0.361924598
-5.367768388,2.339827365,-15.544955655,-0.466762469,0.307872022,1.658128603,1.749869380,-0.336841430
5.185642030,6.479603973,-4.952788142,0.450925394,0.852579470,0.528297402,1.099692506,0.804756689
8.591657448,-3.166305379,9.711506775,0.747100648,-0.416619129,-1.035894056,1.343431193,0.356976694
-7.247464528,3.771974000,11.195241115,-0.630214307,0.496312368,-1.194159052,1.438579814,0.219889175
-7.899427460,3.053438230,11.354846734,-0.686906736,0.401768188,-1.211183652,1.449215091,0.184471164
-2.150725428,7.394401181,2.543151474,-0.187019602,0.972947524,-0.271269491,1.027224587,0.946251505
-9.778085358,-3.926371344,1.888036473,-0.850268292,-0.516627808,-0.201390557,1.015095374,0.949888237
-9.402414576,-4.236408740,2.704726033,-0.817601268,-0.557422203,-0.288504110,1.030740494,0.916598942
7.389757985,-3.178672917,12.037310590,0.642587651,-0.418246437,-1.283979796,1.495477545,0.114196436
6.619095568,-3.624885442,12.454652714,0.575573528,-0.476958611,-1.328496290,1.524361110,0.085832602
6.084629254,-4.265282890,11.933687907,0.529098196,-0.561221433,-1.272926710,1.488373880,0.161287043
5.797565812,-4.005116501,12.828745539,0.504136158,-0.526989013,-1.368399524,1.550608894,0.060536541
5.230676980,-4.584047461,12.285360743,0.454841476,-0.603164140,-1.310438479,1.512592726,0.137716567
4.941831441,-4.310703436,13.173439759,0.429724473,-0.567197820,-1.405166908,1.575077944,0.037396724
5.484034070,-3.701662020,13.719112173,0.476872528,-0.487060792,-1.463371965,1.614339844,-0.045957765
4.614716964,-4.002694262,14.051157563,0.401279736,-0.526670298,-1.498790140,1.638529497,-0.068595470
4.051179259,-4.529442344,13.530045008,0.352276457,-0.595979256,-1.443204801,1.600665509,0.011511716
3.724787145,-4.217336160,14.367496014,0.323894534,-0.554912653,-1.532532908,1.661774003,-0.091781327
4.267810678,-3.654129314,14.895332561,0.371113972,-0.480806489,-1.588835473,1.700969906,-0.178299248
3.366411923,-3.859890647,15.190576510,0.292731472,-0.507880348,-1.620328161,1.723106936,-0.203548516
2.775721846,-4.372391956,14.653276451,0.241367117,-0.575314731,-1.563016155,1.682933339,-0.113120393
2.419068829,-3.993707323,15.457255277,0.210353811,-0.525487806,-1.648773896,1.743227329,-0.224270508
1.817434422,-4.481147169,14.851217516,0.158037776,-0.589624628,-1.584129868,1.697675051,-0.126815455
1.460751254,-4.062574226,15.666324152,0.127021848,-0.534549240,-1.671074576,1.759081487,-0.241846321
0.851746651,-4.506226867,15.034586921,0.074064926,-0.592924588,-1.603689272,1.711392550,-0.144411073
2.978116046,-3.394364751,16.057934690,0.258966613,-0.446626941,-1.712846367,1.788961153,-0.342338747
0.491644122,-4.058454844,15.832469226,0.042751663,-0.534007216,-1.688796717,1.771729597,-0.260854513
1.027231750,-3.626649060,16.392156828,0.089324500,-0.477190666,-1.748496728,1.814643383,-0.362394268
-0.120126007,-4.462031582,15.177003514,-0.010445740,-0.587109419,-1.618880375,1.722086017,-0.163876743
-3.278335263,-4.825576363,13.463223129,-0.285072632,-0.634944258,-1.436077134,1.595850291,0.032873691
2.433180181,-5.946042843,10.983153393,0.211580885,-0.782374058,-1.171536362,1.424560664,0.306856188
-9.639965466,0.164154411,10.215863484,-0.838257867,0.021599265,-1.089692105,1.374980604,0.268358483
-9.280006417,-0.119154713,11.070036584,-0.806957080,-0.015678252,-1.180803902,1.430287870,0.176327255
2.049110586,-5.098977999,-13.496346583,0.178183529,-0.670918158,1.439610302,1.598236017,0.041505507
1.985022911,-4.692588570,-14.389524448,0.172610688,-0.617445864,1.534882608,1.663399671,-0.066458562
9.723653387,-3.782204097,-3.626393317,0.845535077,-0.497658434,0.386815287,1.054618201,0.869487373
-4.542619201,1.515120954,-16.814717232,-0.395010365,0.199358020,1.793569838,1.847341217,-0.565351871
0.199715976,7.580947745,-1.286237392,0.017366607,0.997493124,0.137198655,1.007034063,0.986518632
3.009970701,5.772292286,11.165861398,0.261736583,0.759512143,-1.191025216,1.436630014,0.284733899
2.059035199,5.878396210,11.400270886,0.179046539,0.773473186,-1.216028894,1.452255041,0.267520188
2.690723313,5.536668287,12.071999599,0.233975940,0.728508985,-1.287679957,1.497861727,0.194328139
-2.263606420,0.207216479,18.376075707,-0.196835341,0.027265326,-1.960114742,1.970161758,-0.911972666
-2.816994625,0.942090878,18.029571577,-0.244956054,0.123959326,-1.923154302,1.942650728,-0.815925136
-10.910199587,-2.326386085,-1.481643711,-0.948713008,-0.306103432,0.158041996,1.009323018,0.969881265
-6.438560966,4.786229596,10.096027886,-0.559874867,0.629767052,-1.076909641,1.367406590,0.353027371
8.749149301,3.515631412,-8.534998388,0.760795591,0.462583081,0.910399828,1.273428791,0.475436220
-10.582026954,2.801656559,2.471939061,-0.920176257,0.368639021,-0.263673500,1.025740116,0.931816683
0.552124834,7.538516027,-2.203384512,0.048010855,0.991910004,0.235027681,1.020504046,0.960804113
-0.066800921,7.504123902,-2.966867735,-0.005808776,0.987384724,0.316465892,1.036876557,0.930461530
0.904195079,7.470243102,-3.119104125,0.078625659,0.982926724,0.332704440,1.040682076,0.923065614
4.830065298,2.943648332,-15.388448197,0.420005678,0.387322149,1.641434474,1.738024842,-0.279170460
4.541677100,3.617717263,-14.733263174,0.394928443,0.476015429,1.571548072,1.688882029,-0.163383393
5.399561550,3.152131453,-14.614459123,0.469527091,0.414754139,1.558875640,1.680050578,-0.173927395
5.096975540,3.804123809,-13.943462791,0.443215264,0.500542606,1.487302698,1.630659985,-0.065884482
5.941182715,3.317717150,-13.810623760,0.516624584,0.436541730,1.473133201,1.620984599,-0.073789551
-0.846231142,-7.482449430,-2.981210383,-0.073585317,-0.984532820,0.317995774,1.037227547,0.929474523
-1.194317902,-7.392166155,-3.895295481,-0.103853731,-0.972653442,0.415498185,1.062769522,0.882930095
1.192926044,-4.968130232,14.055174053,0.103732700,-0.653701346,-1.499218566,1.638823429,-0.023398765
-6.374525181,-5.762678241,-6.435527236,-0.554306537,-0.758247137,0.686456238,1.163364356,0.687238632
0.435744385,-6.829252552,8.196725740,0.037890816,-0.898585862,-0.874317412,1.254321810,0.568014812
5.072022281,-6.015931942,-7.930516108,0.441045416,-0.791569992,0.845921718,1.239632068,0.571395098
-11.263798400,-1.411014246,-1.474843057,-0.979460730,-0.185659769,0.157316593,1.009238021,0.975220593
-2.402736524,-6.018229061,-10.759381530,-0.208933611,-0.791872245,1.147667363,1.409913218,0.329730524
-4.922434839,-6.825393243,-1.897314023,-0.428037812,-0.898078058,0.202380162,1.015242975,0.960906126
-1.463760780,-6.212278699,-10.534226823,-0.127283546,-0.817405092,1.123650861,1.395329152,0.355837679
-1.125885158,6.725112870,-8.538902864,-0.097903057,0.884883272,0.910816305,1.273652133,0.538054494
8.855103506,-4.315365129,5.456107567,0.770009001,-0.567811201,-0.581984807,1.119834692,0.747339225
9.526654600,-3.737457986,5.027904930,0.828404748,-0.491770788,-0.536309859,1.102597478,0.776727118
3.012243777,5.663078586,-11.499636135,0.261934242,0.745141919,1.226627854,1.458924919,0.251918872
1.736448089,5.622623610,12.293315127,0.150995486,0.739818896,-1.311286947,1.513144108,0.177796424
9.433280264,-3.935549272,-4.553532809,0.820285240,-0.517835431,0.485710166,1.084866708,0.810951227
-6.333162938,5.136791043,9.183416016,-0.550709821,0.675893558,-0.979564375,1.311357988,0.444380516
5.311032410,-6.713215342,1.507447759,0.461828905,-0.883317808,-0.160794428,1.009649016,0.970239977
-6.473605278,6.205527821,2.402553610,-0.562922198,0.816516819,-0.256272385,1.024332295,0.937294159
7.204602947,5.146537886,-7.236294902,0.626487213,0.677176038,0.771871456,1.202846274,0.613801384
6.952268862,4.224393936,-10.698442439,0.604545118,0.555841307,1.141167193,1.405950541,0.282216652
7.678255941,3.561349291,-10.846291037,0.667674430,0.468598591,1.156937711,1.415584208,0.247920031
-3.329998499,-5.760094709,-10.960794212,-0.289565087,-0.757907199,1.169151383,1.423090375,0.303334870
-10.410160871,-3.173140893,-1.480468769,-0.905231380,-0.417518539,0.157916669,1.009308306,0.964910357
-10.139857508,-3.576147729,-0.634362644,-0.881726740,-0.470545754,0.067665349,1.001715503,0.978825366
9.371934964,-3.672894209,5.997064448,0.814950866,-0.483275554,-0.639686874,1.143197040,0.701538583
-6.770355345,5.994485515,3.316020666,-0.588726552,0.788748094,-0.353708871,1.045864463,0.894944630
1.782228120,-7.353402487,3.741722123,0.154976358,-0.967552959,-0.399117026,1.058050472,0.890270154
-1.079522534,-2.004025764,18.000556497,-0.093871525,-0.263687601,-1.920059360,1.940353308,-0.736102231
-2.215869898,-0.152071599,-18.394814272,-0.192684339,-0.020009421,1.962113522,1.971653394,-0.917518816
2.365421115,5.265306550,12.959430328,0.205688793,0.692803493,-1.382339235,1.559854583,0.100351893
-2.809609210,-7.180639182,4.091803665,-0.244313844,-0.944820945,-0.436459058,1.069052095,0.868785481
-6.046694440,2.338615026,-14.868736802,-0.525799517,0.307712503,1.585998592,1.698983123,-0.244390435
-5.346867853,3.016273173,-14.838749675,-0.464945031,0.396878049,1.582799965,1.696744470,-0.207700660
-6.567370852,-0.841392148,-15.251208081,-0.571075726,-0.110709493,1.626795529,1.727671198,-0.351909267
4.704936526,-6.876419796,2.216000815,0.409124915,-0.904792078,-0.236373420,1.020737133,0.951290142
2.464398180,-7.202767760,4.432317582,0.214295494,-0.947732600,-0.472780542,1.080574422,0.848705620
-8.615503036,-1.745459320,-11.649043464,-0.749174177,-0.229665700,1.242564636,1.469004818,0.120996410
1.438033357,5.360804294,13.082314472,0.125046379,0.705368986,-1.395446877,1.568583434,0.092631490
3.638854262,4.002526764,-14.793722200,0.316422110,0.526648258,1.577997035,1.693385952,-0.148778226
5.626511684,3.951901246,-13.128164630,0.489261886,0.519987006,1.400337561,1.571848899,0.029438113
-6.993251270,-5.808807698,4.022454314,-0.608108806,-0.764316802,-0.429061793,1.066803879,0.855510265
4.746366261,4.379164678,-13.226962813,0.412727501,0.576205879,1.410876033,1.578901006,0.036298267
-0.480851701,-3.979881520,15.954287105,-0.041813191,-0.523668621,-1.701790624,1.781030179,-0.280012776
0.701766116,4.795519111,-14.501020266,0.061023141,0.630989357,1.546775495,1.671641655,-0.074513881
-7.256202507,3.298544266,12.056981445,-0.630974131,0.434018982,-1.286078021,1.496829151,0.118122426
2.639893426,-7.101113578,-5.110225371,0.229555950,-0.934357050,0.545090706,1.105822277,0.804140038
9.133597012,-4.590642800,-1.236752929,0.794225827,-0.604031947,0.131920312,1.006504956,0.966064609
-10.190807326,-0.060312157,8.687191128,-0.886157159,-0.007935810,-0.926633720,1.282180775,0.438829404
-0.217652656,7.597558329,-0.316112082,-0.018926318,0.999678727,0.033718622,1.000426264,0.999141703
2.231186434,-5.680490249,11.913286235,0.194016212,-0.747432928,-1.270750532,1.486978542,0.215242983
0.731639672,-7.248795586,-5.506218882,0.063620841,-0.953788893,0.587330014,1.121925759,0.779860598
9.976514951,-3.037334319,5.552161259,0.867523039,-0.399649252,-0.592230534,1.123856198,0.735535755
10.112343217,-3.106562984,4.580837972,0.879334193,-0.408758287,-0.488622717,1.085847190,0.808415890
0.165785506,-7.473916564,3.390423146,0.014416131,-0.983410074,-0.361645136,1.047898088,0.910217346
-9.854598749,3.684355644,-3.283667558,-0.856921630,0.484783637,0.350257873,1.044993030,0.889209020
10.072282512,-3.215771361,-4.350989483,0.875850653,-0.423127811,0.464105545,1.077750188,0.824797128
9.783573846,-3.373625113,-5.276269159,0.850745552,-0.443898041,0.562802044,1.112456563,0.757754548
10.316713351,-3.059348449,-3.414279027,0.897105509,-0.402545849,0.364189763,1.048558838,0.881967580
5.901989079,-6.516638887,0.697570518,0.513216442,-0.857452485,-0.074407522,1.002074029,0.982751911
-0.931645167,-1.153333811,18.470487312,-0.081012623,-0.151754449,-1.970185313,1.977681124,-0.894753463
1.974173731,-7.267364101,-4.443017343,0.171667281,-0.956232119,0.473921850,1.080949323,0.848915162
9.807513367,-2.961433798,6.518125210,0.852827249,-0.389662342,-0.695266689,1.167281811,0.654860158
-3.957693933,5.235361847,-11.962292101,-0.344147299,0.688863401,1.275977824,1.490332029,0.193107310
-3.368848531,5.642630902,-11.296000654,-0.292943351,0.742451434,1.204906736,1.445285502,0.268842251
-1.187678764,4.130029911,15.620261006,-0.103276414,0.543424988,-1.666161174,1.755582465,-0.231198639
-0.335326863,4.427158466,15.230485690,-0.029158858,0.582520851,-1.624585140,1.726110558,-0.170020828
-4.185848957,6.483479925,7.009389223,-0.363986866,0.853089464,-0.747668184,1.191325222,0.655118914
2.851655634,-4.727123561,-13.926080343,0.247970055,-0.621989942,1.485448570,1.629391939,-0.018718446
2.780110072,-4.287580721,-14.802840567,0.241748702,-0.564155358,1.578969660,1.694065787,-0.131961678
-6.567904391,3.973333647,11.865836465,-0.571122121,0.522807059,-1.265689223,1.483737479,0.159136503
-2.168451894,2.337582305,-17.487241150,-0.188561034,0.307576619,1.865305723,1.899874754,-0.619277897
3.321965895,-6.888315364,-5.781344731,0.288866600,-0.906357285,0.616676771,1.133674415,0.754496908
3.945576514,5.601085782,10.919197797,0.343093610,0.736984971,-1.164714432,1.420359032,0.301149157
10.351852567,-2.597353543,-5.062921134,0.900161093,-0.341757045,0.540044921,1.103963943,0.774194504
7.085153022,-2.900244481,12.919735391,0.616100263,-0.381611116,-1.378105108,1.557042153,0.010220001
2.100132011,7.471656750,0.221243198,0.182620175,0.983112730,-0.023599274,1.000208825,0.997787603
7.185419818,-2.698824212,-13.037643174,0.624819115,-0.355108449,1.390681939,1.565406398,-0.011743277
6.444452108,3.428601367,-13.023442667,0.560387140,0.451131759,1.389167218,1.564397382,0.018458470
6.719743667,2.746872016,-13.623544599,0.584325536,0.361430528,1.453178091,1.607418714,-0.075976011
-11.471952278,0.523272936,0.214897793,-0.997561068,0.068851702,-0.022922431,1.000197020,0.999107920
-0.124687344,3.545503651,-16.583391557,-0.010842378,0.466513638,1.768895099,1.829410398,-0.389513601
-1.091502794,-4.347025618,15.276748378,-0.094913286,-0.571977055,-1.629519827,1.729595661,-0.181151418
1.143050553,5.913030585,11.630884872,0.099395700,0.778030340,-1.240627720,1.467776500,0.247967563
-1.731616661,-5.937407820,-11.358762522,-0.150575362,-0.781237871,1.211601336,1.449476922,0.273394602
-6.015379975,3.016419938,-14.141819302,-0.523076520,0.396897360,1.508460726,1.645171821,-0.126088135
10.441623167,-3.110506222,1.686221701,0.907967232,-0.409277134,-0.179863648,1.012058891,0.959450013
10.533359260,-3.035688974,0.726073016,0.915944283,-0.399432760,-0.077447788,1.002246786,0.981548158
-3.312789557,7.249665167,-1.578224503,-0.288068657,0.953903311,0.168343947,1.010571503,0.975036668
-0.761331939,1.734802684,-18.212736632,-0.066202777,0.228263511,1.942691907,1.957176253,-0.805756334
-9.339676608,0.901565952,10.711270012,-0.812145792,0.118627099,-1.142535468,1.406783733,0.214476740
-8.962909578,0.517503857,11.678177471,-0.779383442,0.068092613,-1.245672264,1.470977410,0.106629886
-7.411108430,-5.289276851,5.939189222,-0.644444211,-0.695957480,-0.633513517,1.140615857,0.718769906
-7.995901425,-5.030012144,5.254240350,-0.695295776,-0.661843703,-0.560452304,1.111566502,0.766557196
-7.856361870,2.530527756,12.186413489,-0.683161902,0.332964178,-1.299884105,1.505746996,0.080651969
4.846148514,6.047458299,8.156811083,0.421404219,0.795718197,-0.870059849,1.252099479,0.553419231
5.131691744,6.139973055,7.217824183,0.446234065,0.807891192,-0.769901246,1.201898892,0.631897751
-7.974742779,5.044402796,5.255750402,-0.693455894,0.663737210,-0.560613376,1.111627419,0.767035815
6.588302786,-4.698382594,10.090372575,0.572895894,-0.618208236,-1.076306408,1.367050333,0.351519690
7.219142228,2.851189866,-12.788346899,0.627751498,0.375156561,1.364090336,1.547758648,0.022166315
-3.002938748,3.376513118,-16.068549800,-0.261125109,0.444278042,1.713978645,1.789774315,-0.335414033
-1.448877019,-3.824838712,16.029306480,-0.125989306,-0.503268252,-1.709792691,1.786768951,-0.299580830
-3.982383504,6.317312949,-8.154518545,-0.346294218,0.831225388,0.869815311,1.251972047,0.560245608
10.062671306,-2.776197575,-5.956269298,0.875014896,-0.365289155,0.635335392,1.141375615,0.702670423
-11.257961377,0.581442033,3.547547965,-0.978953163,0.076505531,-0.378405116,1.052327337,0.883826060
-9.393559476,4.068187513,-4.032498339,-0.816831259,0.535287831,0.430133156,1.067127405,0.844740924
-4.670203536,-4.206619142,-13.633635074,-0.406104655,-0.553502519,1.454254408,1.608148598,-0.014153407
-0.729164877,-4.802146625,14.484067330,-0.063405641,-0.631861398,-1.544967182,1.670386990,-0.071365377
-1.185981520,7.497525034,2.382780151,-0.103128828,0.986516452,-0.254163216,1.023938087,0.953840414
-1.525375132,7.413000131,3.301882724,-0.132641316,0.975394754,-0.352200824,1.045482695,0.913539413
9.804399274,2.743730072,-7.085766843,0.852556459,0.361017115,0.755815130,1.195174624,0.602998363
2.030056416,4.926291660,13.888674906,0.176526645,0.648196271,-1.481458657,1.626665243,-0.004198449
3.149785044,-5.606516000,11.570153440,0.273894352,-0.737699474,-1.234149700,1.463674866,0.243363298
-3.777909528,-1.784415015,-17.153448657,-0.328513872,-0.234791449,1.829701190,1.873727524,-0.608384632
-8.027187147,-5.426219396,1.028897725,-0.698016274,-0.713976236,-0.109749091,1.004506669,0.970918625
2.724842944,-7.246911919,3.488586536,0.236942865,-0.953541042,-0.372115897,1.050643936,0.901874357
-7.717106064,-5.578079608,1.965994189,-0.671052701,-0.733957843,-0.209706047,1.016357452,0.947972273
-6.855734411,-6.042500804,2.094168015,-0.596150818,-0.795065895,-0.223377922,1.018539774,0.946888417
-11.334645809,0.980137749,-2.046964841,-0.985621375,0.128965493,0.218342916,1.017720601,0.958381529
-11.326497517,0.560100997,-2.935761491,-0.984912828,0.073697500,0.313147892,1.036120747,0.919221194
-10.648300436,2.782550381,-1.737701627,-0.925939168,0.366125050,0.185354840,1.012801714,0.959443723
0.471854369,-5.957255018,-11.617386783,0.041030815,-0.783849344,1.239187924,1.466864013,0.250608831
1.378526216,-6.019702147,-11.222812125,0.119871845,-0.792066072,1.197099960,1.440411828,0.287280115
-5.629136733,5.288779132,9.852830261,-0.489490151,0.695891991,-1.050968561,1.352183859,0.388741366
-5.506489440,5.604983010,8.929873378,-0.478825169,0.737497764,-0.952519827,1.296329632,0.477316912
-10.942293982,2.305241268,-0.962791927,-0.951503824,0.303321219,0.102697806,1.003947274,0.980903904
-4.679940420,6.682700571,4.639151511,-0.406951341,0.879302707,-0.494842828,1.087957751,0.827785699
-3.750817950,6.950966513,4.481453089,-0.326158083,0.914600857,-0.478021663,1.082302422,0.842521380
0.285198452,7.432904232,-3.882388437,0.024799865,0.978013715,0.414121433,1.062366425,0.884190729
1.255373460,7.375613195,-4.032815865,0.109162910,0.970475420,0.430167026,1.067137645,0.874946569
-11.378419042,1.014991353,1.060119812,-0.989427743,0.133551494,-0.113079447,1.004783669,0.986914444
3.401409657,-7.059881326,4.175953471,0.295774753,-0.928931753,-0.445435037,1.071825209,0.861257162
1.304774704,-5.696757215,12.227343115,0.113458670,-0.749573318,-1.304249932,1.508575790,0.186860311
2.823089679,-6.678534356,-7.674388686,0.245486059,-0.878754521,0.818601460,1.225798214,0.607017452
2.537848599,-6.543736811,-8.591250026,0.220682487,-0.861018001,0.916400003,1.276652546,0.529735667
0.638595317,-6.990349246,7.283983464,0.055530028,-0.919782795,-0.776958236,1.205299994,0.644129778
-6.537864920,5.800872128,5.755097157,-0.568509993,0.763272648,-0.613877030,1.132534218,0.738241406
-11.060833686,-1.853592417,-2.329399244,-0.961811625,-0.243893739,0.248469253,1.022889401,0.943087043
-3.453857645,3.829213430,-15.185647703,-0.300335447,0.503843872,1.619802422,1.722736171,-0.205269456
7.789105993,-2.390768578,12.469652538,0.677313565,-0.314574813,-1.330096271,1.525407181,0.046635937
-1.677430887,-0.974507234,-18.392997557,-0.145863555,-0.128224636,1.961919739,1.971508762,-0.887247542
-2.025199037,-1.770431626,-17.932695194,-0.176104264,-0.232951530,1.912820821,1.934983881,-0.743480931
-1.263166922,-0.116351865,-18.634336968,-0.109840602,-0.015309456,1.987662610,1.990754125,-0.976273415
-0.225014087,-7.445565684,-3.742720232,-0.019566442,-0.979679695,0.399223491,1.058080596,0.891893765
-9.793050317,-3.939127928,-1.474923383,-0.851569593,-0.518306306,0.157325161,1.009239023,0.961800267
-9.456841607,-4.315658016,-0.679510876,-0.822334053,-0.567849739,0.072481160,1.001968133,0.975375070
-1.884846362,1.110481366,18.292419830,-0.163899684,0.146115969,-1.951191449,1.963507334,-0.860098052
-2.387653507,1.795659952,17.798373472,-0.207622044,0.236271046,-1.898493170,1.924371908,-0.715616182
-3.309662901,1.614998280,17.509095591,-0.287796774,0.212499774,-1.867636863,1.901591594,-0.677652161
-2.835403085,2.407749585,17.172806643,-0.246556790,0.316809156,-1.831766042,1.875240018,-0.563522076
-3.708691188,5.832777707,-10.388679339,-0.322494886,0.767470751,1.108125796,1.385985961,0.355315925
-2.764628677,5.995340105,-10.605038608,-0.240402494,0.788860540,1.131204118,1.399898949,0.341591101
-10.386090915,-0.629020137,7.899314230,-0.903138340,-0.082765808,-0.842593518,1.237930886,0.518788877
-10.074963273,-3.540750151,-2.328735380,-0.876083763,-0.465888178,0.248398441,1.022876502,0.935502373
2.983341372,4.846368772,13.599436379,0.259420989,0.637680102,-1.450606547,1.605675719,0.020492089
-5.274024701,3.625445080,-14.057703296,-0.458610844,0.477032247,1.499488352,1.639008538,-0.089235340
2.904339232,-5.116878217,-13.029843464,0.252551238,-0.673273450,1.389849970,1.564852135,0.086363980
10.486761683,-2.364585039,5.018936234,0.911892320,-0.311129610,-0.535353198,1.102248740,0.777216289
2.221144927,-7.133670575,5.357682286,0.193143037,-0.938640865,-0.571486110,1.115772056,0.788395182
-1.074743081,-1.720953777,-18.178706007,-0.093455920,-0.226441286,1.939061974,1.954474611,-0.784412871
-1.396041477,-2.449824240,-17.602613307,-0.121394911,-0.322345295,1.877612086,1.908944829,-0.629290677
-0.437049493,-2.367714679,-17.802605401,-0.038004304,-0.311541405,1.898944576,1.924705920,-0.665841691
-0.747618847,-3.033034662,-17.148881717,-0.065010335,-0.399083508,1.829214050,1.873370767,-0.508731690
0.217533268,-2.938109373,-17.288555194,0.018915936,-0.386593339,1.844112554,1.884293855,-0.539100571
3.567568346,-6.954434370,-4.832697026,0.310223334,-0.915057154,0.515487683,1.095123584,0.819925038
4.245573380,-6.702089804,-5.499844259,0.369180294,-0.881853922,0.586650054,1.121658912,0.771172067
-9.539591784,2.061632724,9.152889006,-0.829529720,0.271267464,-0.976308161,1.309535497,0.397444118
1.778446907,3.102639621,-16.868983900,0.154647557,0.408242055,1.799358283,1.851558174,-0.462681716
2.044314585,2.385933775,-17.487243542,0.177766486,0.313938655,1.865305978,1.899874941,-0.612504307
-2.588365774,-7.364189193,1.915243559,-0.225075285,-0.968972262,-0.204292646,1.015530213,0.967492464
-1.622187099,-7.477400996,2.062910740,-0.141059748,-0.983868552,-0.220043812,1.017995314,0.964683734
-6.664388808,1.579419492,-14.775396078,-0.579512070,0.207818354,1.576042248,1.692020058,-0.262872412
6.195416588,-6.368288987,1.638523834,0.538731877,-0.837932761,-0.174775876,1.011390110,0.963732530
9.834115143,-3.917503226,-1.032923148,0.855140447,-0.515460951,0.110178469,1.004541921,0.971539487
-1.320927437,0.367934629,18.603767264,-0.114863255,0.048412451,-1.984401841,1.988312853,-0.958195435
-0.922083606,1.250081266,18.433413539,-0.080181183,0.164484377,-1.966230777,1.974727222,-0.878412540
1.090531915,1.377408851,18.353561522,0.094828862,0.181238007,-1.957713229,1.968370091,-0.841532831
-10.460001618,0.332877202,7.748366927,-0.909565358,0.043799632,-0.826492472,1.229763130,0.532652753
1.170849669,7.537854202,-1.442824730,0.101813015,0.991822921,0.153901305,1.008843005,0.982451992
-0.684501262,7.434659205,-3.726233549,-0.059521849,0.978244632,0.397464912,1.057583929,0.892587347
-0.883064735,7.554196753,1.466908145,-0.076788238,0.993973257,-0.156470202,1.009139333,0.982049177
-5.181789321,6.765422244,-1.262694349,-0.450590376,0.890187137,0.134687397,1.006779778,0.976290275
-3.547316132,-7.193885960,1.765661722,-0.308462272,-0.946563942,-0.188337250,1.013214286,0.969374760
1.634331918,6.407617575,9.724233559,0.142115819,0.843107576,-1.037251580,1.344216549,0.428996146
-3.475329547,-6.699941983,6.799444586,-0.302202569,-0.881571314,-0.725274089,1.180896642,0.675714029
-4.011415361,-5.784747828,-10.252231933,-0.348818727,-0.761151030,1.093571406,1.377288574,0.366422065
-4.157527755,-5.937232612,9.542326078,-0.361524153,-0.781214817,-1.017848115,1.333045794,0.433000622
-3.019207890,-6.828271633,-6.598514600,-0.262539817,-0.898456794,0.703841557,1.171129670,0.693295010
-3.689429291,-6.792279406,-5.879773603,-0.320819938,-0.893720974,0.627175851,1.137986011,0.745445090
-2.778391616,-7.001604855,-5.714992900,-0.241599271,-0.921263797,0.609599243,1.130799906,0.761201119
4.500292743,6.471434448,6.543750417,0.391329804,0.851504533,-0.698000044,1.168504620,0.690781048
5.409229327,6.205095333,6.279077281,0.470367768,0.816459912,-0.669768243,1.156045901,0.706176196
6.024526677,5.829020330,6.947767215,0.523871885,0.766976359,-0.741095170,1.188240943,0.647136423
6.292349915,5.878163932,6.000043958,0.547160862,0.773442623,-0.640004689,1.143330443,0.722582859
5.675139352,6.246925051,5.331160197,0.493490378,0.821963823,-0.568657088,1.114687473,0.775579977
6.553327758,5.899617865,5.054772197,0.569854588,0.776265509,-0.539175701,1.103645245,0.789689554
