,x,y,z,r,mu,Ux,Uy,Uz,Umag,g11,g12,g13,g21,g22,g23,g31,g32,g33,F11,F12,F13,F21,F22,F23,F31,F32,F33,R11,R12,R13,R21,R22,R23,R31,R32,R33,U11,U12,U13,U21,U22,U23,U31,U32,U33,C11,C12,C13,C21,C22,C23,C31,C32,C33,w1,w2,w3,v11,v12,v13,v21,v22,v23,v31,v32,v33,stretch
40,0.0,14.099999999999985,0.0,3.999999999999986,325000000000000.56,5.090934880171915e-08,8.491198495663546e-05,1.3585035692085667e-08,8.491200130482661e-05,6.151876744137929e-06,2.4303185635257173e-09,9.377094153231718e-09,1.0199520002644627e-09,-5.262627260637792e-06,3.033881605543911e-10,-1.2134476944306433e-08,-2.431842400735559e-08,-1.3819171269732065e-06,1.0000061518767442,2.4303185635257173e-09,9.377094153231718e-09,1.0199520002644627e-09,0.9999947373727394,3.033881605543911e-10,-1.2134476944306433e-08,-2.431842400735559e-08,0.999998618082873,1.0000000000000002,7.051829579529743e-10,1.0755759894473562e-08,-7.051830903069545e-10,1.0,1.2310947115901083e-08,-1.0755759885721911e-08,-1.2310947213479279e-08,1.0000000000000004,1.0000061518767442,1.7251394458469606e-09,-1.3786508691218224e-09,1.7251394458198555e-09,0.9999947373727394,-1.2007541808512628e-08,-1.3786508691218224e-09,-1.200754180894631e-08,0.9999986180828732,1.0000123037913342,3.4502804422745863e-09,-2.757308335196307e-09,3.4502804422745863e-09,0.9999894747731746,-2.4015003814584043e-08,-2.757308335196307e-09,-2.4015003814584043e-08,0.9999972361676559,1.000006151877258,0.9999986181197718,0.9999947373353271,-0.999999971761994,-0.00015132848010104407,0.00018323673872462905,-0.00015076081232043802,0.9999952020119643,0.0030940627381818553,0.00018370407936600409,-0.003094035011587921,0.9999951965885429,0.9999947373727397
41,0.0,14.199999999999985,0.0,4.099999999999985,325000000000000.56,5.198438260465906e-08,8.438093664286092e-05,1.86623853186281e-09,8.438095267645056e-05,6.065684738385479e-06,1.5011947595217353e-11,8.154984047407841e-09,2.802623496419631e-10,-5.297006974301407e-06,-1.6247494507622073e-10,-1.0878553601076778e-08,-4.4810821414665075e-08,-1.2575374946044909e-06,1.0000060656847385,1.5011947595217353e-11,8.154984047407841e-09,2.802623496419631e-10,0.9999947029930257,-1.6247494507622073e-10,-1.0878553601076778e-08,-4.4810821414665075e-08,0.9999987424625054,1.0000000000000002,-1.3262516444835786e-10,9.516745940693635e-09,1.326249520260472e-10,0.9999999999999997,2.2324246209438903e-08,-9.516745943647888e-09,-2.2324246064589492e-08,0.9999999999999999,1.0000060656847387,1.476366235854561e-10,-1.3617499285516614e-09,1.4763662358376203e-10,0.9999947029930263,-2.248669302672146e-08,-1.3617499285516482e-09,-2.2486693027588822e-08,0.9999987424625054,1.0000121314062698,2.952733912202238e-10,-2.723506407963155e-09,2.952733912202238e-10,0.9999894060141118,-4.497323914769986e-08,-2.723506407963155e-09,-4.497323914769986e-08,0.9999974849265924,1.0000060656849938,0.999998742587425,0.9999947028678511,-0.9999999826144927,-1.3361176597046178e-05,0.00018599057391576046,-0.0001860620670920857,0.005566478935268693,-0.999984489726301,-1.2325656751925346e-05,0.9999845069469303,0.005566481310759533,0.9999947029930267
42,0.0,14.299999999999985,0.0,4.199999999999985,325000000000000.5,5.1516976156060966e-08,8.384795379395077e-05,-7.397130620398792e-09,8.384796994649828e-05,5.9831088512087246e-06,-7.060178414352455e-10,6.782749349490333e-09,-2.094287150375713e-10,-5.3279510792351005e-06,-9.822936479665256e-10,-1.0215853393661632e-08,-4.33616921505573e-08,-1.1403020970043283e-06,1.0000059831088512,-7.060178414352455e-10,6.782749349490333e-09,-2.094287150375713e-10,0.9999946720489208,-9.822936479665256e-10,-1.0215853393661632e-08,-4.33616921505573e-08,0.999998859697903,1.0000000000000002,-2.482944966845273e-10,8.49928079111195e-09,2.482943165714414e-10,0.9999999999999994,2.1189772865179424e-08,-8.499280796366678e-09,-2.118977308288722e-08,1.0,1.000005983108852,-4.5772448085615184e-10,-1.7165217554410488e-09,-4.5772448084937557e-10,0.9999946720489209,-2.217204261162342e-08,-1.7165217554410488e-09,-2.217204261075606e-08,0.9999988596979029,1.0000119662535,-9.154492218517748e-10,-3.433051812878864e-09,-9.154492218517748e-10,0.9999893441262305,-4.434393112427158e-08,-3.433051812878864e-09,-4.434393112427158e-08,0.9999977193971064,1.000005983109283,0.9999988598148793,0.9999946719315126,-0.9999999701971516,3.999487555593399e-05,0.00024084456793025213,0.00024062944245436448,-0.005294430611528924,0.9999859554523608,-4.126944869655083e-05,-0.9999859836043304,-0.005294420809912311,0.9999946720489218
43,0.0,14.399999999999984,0.0,4.299999999999985,325000000000000.5,4.928088592823684e-08,8.331522605957851e-05,-6.354943364244507e-09,8.331524087674292e-05,5.906710914321461e-06,1.4675361045879685e-09,5.154034603208566e-09,-2.720102134595891e-10,-5.35302562555137e-06,-2.4068270577397982e-09,-1.0566644023707686e-08,-4.426607098736441e-09,-1.0352722524945002e-06,1.0000059067109144,1.4675361045879685e-09,5.154034603208566e-09,-2.720102134595891e-10,0.9999946469743745,-2.4068270577397982e-09,-1.0566644023707686e-08,-4.426607098736441e-09,0.9999989647277475,1.0,8.697729264044878e-10,7.860320169537206e-09,-8.697729342514011e-10,1.0000000000000002,1.0098931227950705e-09,-7.860320168662181e-09,-1.0098932548508952e-09,0.9999999999999998,1.0000059067109153,5.977678611501194e-10,-2.7062774258983735e-09,5.977678611568957e-10,0.9999946469743746,-3.4167192810912947e-09,-2.7062774258441633e-09,-3.4167192810912947e-09,0.9999989647277479,1.0000118134567182,1.1955360622919301e-09,-5.412568037098636e-09,1.1955360622919301e-09,0.9999892939774038,-6.83341668236209e-09,-5.412568037098636e-09,-6.83341668236209e-09,0.9999979294565668,1.0000059067120015,0.999998964729396,0.9999946469716392,-0.9999999225858776,-5.3207268661194705e-05,0.0003898682151416071,-0.0003899101946429077,0.0007912641654881531,-0.9999996109354544,-5.289875920977988e-05,0.9999996855349466,0.0007912848599319769,0.9999946469743745
44,0.0,14.499999999999984,0.0,4.399999999999984,325000000000000.44,4.8102906999319407e-08,8.277957735050592e-05,-2.1458242078623964e-09,8.27795913545278e-05,5.8303129774341966e-06,3.6410900506110175e-09,3.5253198569267934e-09,-3.345917118817711e-10,-5.3781001718676405e-06,-3.83136046751315e-09,-1.0917434653753737e-08,3.450847795308461e-08,-9.302424079846713e-07,1.0000058303129775,3.6410900506110175e-09,3.5253198569267934e-09,-3.345917118817711e-10,0.9999946218998281,-3.83136046751315e-09,-1.0917434653753737e-08,3.450847795308461e-08,0.999999069757592,0.9999999999999998,1.9878404810072265e-09,7.221359544611256e-09,-1.987840342554609e-09,0.9999999999999999,-1.9169979569022555e-08,-7.2213595824423944e-09,1.916997960718647e-08,0.9999999999999998,1.0000058303129769,1.6532601496306847e-09,-3.69603300014693e-09,1.6532601496306847e-09,0.9999946218998287,1.533860126932962e-08,-3.6960330003637703e-09,1.533860126932962e-08,0.9999990697575917,1.0000116606599478,3.306520990147511e-09,-7.392084085966189e-09,3.306520990147511e-09,0.9999892438285815,3.0677106002598225e-08,-7.392084085966189e-09,3.0677106002598225e-08,0.9999981395160493,1.0000058303152402,0.9999990698084725,0.9999946218466859,-0.9999998399702823,-0.00014675395564649207,0.0005463722965912182,-0.000545862946089291,-0.003448679325105408,-0.9999939043036995,-0.00014863732389531304,0.9999940425195639,-0.003448598603267066,0.9999946218998288
45,0.0,14.599999999999984,0.0,4.499999999999984,325000000000000.3,4.654813396927013e-08,8.224180324426522e-05,4.442304960327785e-09,8.224181653715634e-05,5.760644976790873e-06,3.1303864280827434e-09,3.312562917200727e-09,-2.4174194995874957e-09,-5.398781877127123e-06,-4.942143026176926e-09,-1.0672328184795052e-08,4.6128920322562326e-08,-8.366251697784784e-07,1.0000057606449768,3.1303864280827434e-09,3.312562917200727e-09,-2.4174194995874957e-09,0.9999946012181229,-4.942143026176926e-09,-1.0672328184795052e-08,4.6128920322562326e-08,0.9999991633748302,1.0000000000000004,2.773902526634884e-09,6.992428276416343e-09,-2.77390234811422e-09,0.9999999999999999,-2.553561264176385e-08,-6.992428347119295e-09,2.553561227226775e-08,1.0000000000000002,1.0000057606449773,3.5649873398918737e-10,-3.679859566054922e-09,3.5649873398918737e-10,0.9999946012181241,2.059344796339485e-08,-3.679859566163342e-09,2.059344796339485e-08,0.9999991633748304,1.0000115213231389,7.129975203577074e-10,-7.359737244409783e-09,7.129975203577074e-10,0.9999892024653947,4.1186765395691406e-08,-7.359737244409783e-09,4.1186765395691406e-08,0.9999983267503604,1.00000576064704,0.9999991634657355,0.999994601125155,-0.999999844013877,-3.0916810682160474e-05,0.0005576884189600911,-0.0005575431830011412,-0.004513878769563753,-0.9999896569685374,-3.34338288301112e-05,0.9999898119193215,-0.004513860846255103,0.9999946012181239
46,0.0,14.699999999999983,0.0,4.599999999999984,325000000000000.25,4.455659391267427e-08,8.17026916031454e-05,1.0507698045075275e-08,8.170270442831415e-05,5.696067566923387e-06,5.892836571591537e-10,4.1708505591409216e-09,-6.028381693383052e-09,-5.416140793677646e-06,-5.815601317466234e-09,-9.976479217603176e-09,3.708829503195473e-08,-7.516405406003228e-07,1.000005696067567,5.892836571591537e-10,4.1708505591409216e-09,-6.028381693383052e-09,0.9999945838592064,-5.815601317466234e-09,-9.976479217603176e-09,3.708829503195473e-08,0.9999992483594594,1.0000000000000002,3.3088322637917812e-09,7.073647310107673e-09,-3.308832112003477e-09,1.0000000000000004,-2.145201409391173e-08,-7.073647381134986e-09,2.1452014591343688e-08,1.0000000000000002,1.0000056960675672,-2.7195307961960444e-09,-2.902791486039012e-09,-2.7195307961689393e-09,0.9999945838592081,1.5636397119808687e-08,-2.902791486038906e-09,1.5636397119808687e-08,0.9999992483594597,1.000011392167579,-5.439062399070965e-09,-5.805597367230761e-09,-5.439062399070965e-09,0.9999891677477486,3.127269733799572e-08,-5.805597367230761e-09,3.127269733799572e-08,0.9999984967194838,1.0000056960695427,0.9999992484105601,0.9999945838061302,-0.999999868286972,0.0002453678650283897,0.00045080001044615106,0.00045161993848714607,0.0033518934588958054,0.9999942804084788,-0.00024385542801106774,-0.9999943522863973,0.003352003854228946,0.999994583859207
47,0.0,14.799999999999983,0.0,4.699999999999983,325000000000000.2,4.31012887355412e-08,8.116191002926224e-05,1.5797384994510723e-08,8.116192301120348e-05,5.631490157055899e-06,-1.951819113764739e-09,5.029138201081111e-09,-9.639343887178906e-09,-5.4334997102281675e-06,-6.689059608755515e-09,-9.28063025041129e-09,2.8047669741347182e-08,-6.666559114221669e-07,1.000005631490157,-1.951819113764739e-09,5.029138201081111e-09,-9.639343887178906e-09,0.9999945665002897,-6.689059608755515e-09,-9.28063025041129e-09,2.8047669741347182e-08,0.9999993333440885,0.9999999999999994,3.843762048558706e-09,7.1548663602372665e-09,-3.843761924309137e-09,0.9999999999999996,-1.7368417654615997e-08,-7.154866427009509e-09,1.7368417514970758e-08,0.9999999999999994,1.0000056314901569,-5.795560353676066e-09,-2.1257234304574616e-09,-5.795560353676066e-09,0.9999945665002901,1.0679346367295506e-08,-2.1257234304574616e-09,1.0679346368162868e-08,0.9999993333440881,1.000011263012028,-1.1591121877521607e-08,-4.251457476322737e-09,-1.1591121877521607e-08,0.9999891330301032,2.135862776963431e-08,-4.251457476322737e-09,2.135862776963431e-08,0.9999986666886216,1.0000056314939143,0.9999993333672875,0.9999945664733344,-0.9999998054004161,0.00052410090400112,0.0003384041553184451,0.0005233415643131101,0.9999973540581704,-0.0022400871110569006,0.00033957729158088837,0.00223990956253178,0.9999974337429147,0.9999945665002902
48,0.0,14.899999999999983,0.0,4.799999999999983,325000000000000.06,4.2182218437866664e-08,8.061945852261579e-05,2.0311365808633916e-08,8.061947211667229e-05,5.566912747188412e-06,-4.492921884688383e-09,5.887425843021304e-09,-1.3250306080974531e-08,-5.4508586267786895e-06,-7.56251790004487e-09,-8.584781283219409e-09,1.9007044450739616e-08,-5.816712822440111e-07,1.0000055669127472,-4.492921884688383e-09,5.887425843021304e-09,-1.3250306080974531e-08,0.9999945491413732,-7.56251790004487e-09,-8.584781283219409e-09,1.9007044450739616e-08,0.9999994183287177,1.0000000000000004,4.378691880217375e-09,7.2360854257765065e-09,-4.378691784699164e-09,1.0,-1.328482122312652e-08,-7.236085483981858e-09,1.3284821220090753e-08,1.0000000000000002,1.000005566912747,-8.871589938477982e-09,-1.3486553986375148e-09,-8.871589938586402e-09,0.9999945491413743,5.72229571214368e-09,-1.3486553986646198e-09,5.722295711926839e-09,0.9999994183287183,1.0000111338564852,-1.7743180914993137e-08,-2.6973175716857172e-09,-1.7743180914993137e-08,0.9999890983124586,1.1444556690607022e-08,-2.6973175716857172e-09,1.1444556690607022e-08,0.999998836657774,1.0000055669201884,0.9999994183351423,0.9999945491275072,-0.999999651508646,0.0008053207850944278,0.0002200932065159565,0.0008050616441135302,0.9999989856507747,-0.0011749779448366618,0.00022103921743061263,0.0011748003467682497,0.9999992854926496,0.9999945491413734
49,0.0,14.999999999999982,0.0,4.899999999999983,324999999999999.94,4.1799383019654396e-08,8.007533708320602e-05,2.404964048744496e-08,8.00753516043651e-05,5.502335337320925e-06,-7.034024655612213e-09,6.745713484961497e-09,-1.6861268274770342e-08,-5.4682175433292114e-06,-8.435976191334078e-09,-7.888932316027528e-09,9.966419160131906e-09,-4.966866530658553e-07,1.0000055023353374,-7.034024655612213e-09,6.745713484961497e-09,-1.6861268274770342e-08,0.9999945317824567,-8.435976191334078e-09,-7.888932316027528e-09,9.966419160131906e-09,0.999999503313347,1.0000000000000002,4.9136217594725196e-09,7.317304507112964e-09,-4.913621691818304e-09,1.0000000000000002,-9.201225100119665e-09,-7.3173045522829545e-09,9.201225053498971e-09,1.0,1.0000055023353374,-1.1947619551035474e-08,-5.715873914709648e-10,-1.1947619550601793e-08,0.9999945317824575,7.652443040947598e-10,-5.715873914845173e-10,7.652443040947598e-10,0.9999995033133471,1.0000110047009507,-2.3895239511486404e-08,-1.143177653319701e-09,-2.3895239511486404e-08,0.9999890635948149,1.5304841009139419e-09,-1.143177653319701e-09,1.5304841009139419e-09,0.9999990066269407,1.0000055023484036,0.99999950331341,0.9999945317693275,-0.9999994024135813,0.001089067372507844,9.541875437621586e-05,0.0010890526892298209,0.9999993951547822,-0.00015379957591142373,9.558619476988894e-05,0.00015369557283686328,0.9999999836204749,0.9999945317824568
50,0.0,15.099999999999982,0.0,4.999999999999982,324999999999999.9,4.195278248090151e-08,7.952954571103294e-05,2.701220903094373e-08,7.952956136367579e-05,5.437757927453438e-06,-9.57512742653595e-09,7.60400112690169e-09,-2.0472230468566067e-08,-5.485576459879733e-06,-9.309434482623366e-09,-7.193083348835646e-09,9.257938695243005e-10,-4.117020238876995e-07,1.0000054377579275,-9.57512742653595e-09,7.60400112690169e-09,-2.0472230468566067e-08,0.9999945144235401,-9.309434482623366e-09,-7.193083348835646e-09,9.257938695243005e-10,0.9999995882979761,0.9999999999999993,5.448551685782038e-09,7.398523604196611e-09,-5.448551647184441e-09,1.0,-5.117629229027185e-09,-7.398523632090888e-09,5.117629192272731e-09,0.9999999999999999,1.0000054377579268,-1.5023649192107483e-08,2.0548059151422395e-10,-1.5023649192324323e-08,0.9999945144235404,-4.191807355868535e-09,2.0548059151422395e-10,-4.191807355868535e-09,0.9999995882979757,1.0000108755454247,-3.004729766700086e-08,4.1096227877531466e-10,-3.004729766700086e-08,0.999989028877172,-8.383589999444901e-09,4.1096227877531466e-10,-8.383589999444901e-09,0.9999991765961218,1.0000054377785985,0.9999995883014311,0.9999945143994146,-0.9999990535095798,0.0013753820390776821,-3.61135880650221e-05,0.0013753517374662106,0.999998712986964,0.0008260944341369954,-3.724973703229393e-05,-0.000826043982505707,0.9999996581318398,0.9999945144235403
51,0.0,15.199999999999982,0.0,5.099999999999982,324999999999999.75,4.264241682160924e-08,7.898208440609653e-05,2.919907143913028e-08,7.898210131474878e-05,5.37318051758595e-06,-1.2116230197459753e-08,8.46228876884188e-09,-2.408319266236183e-08,-5.5029353764302545e-06,-1.018289277391268e-08,-6.4972343816437625e-09,-8.114831421083252e-09,-3.267173947095438e-07,1.0000053731805176,-1.2116230197459753e-08,8.46228876884188e-09,-2.408319266236183e-08,0.9999944970646236,-1.018289277391268e-08,-6.4972343816437625e-09,-8.114831421083252e-09,0.9999996732826053,1.0000000000000004,5.983481658929091e-09,7.479742716929033e-09,-5.983481650689154e-09,1.0000000000000007,-1.034033646034327e-09,-7.479742723179712e-09,1.0340335972452291e-09,1.0000000000000004,1.0000053731805183,-1.8099678860067706e-08,9.825485502519564e-10,-1.8099678859850865e-08,0.9999944970646242,-9.148859454960814e-09,9.825485502519564e-10,-9.148859454960814e-09,0.9999996732826064,1.000010746389907,-3.619935538153679e-08,1.965102224599325e-09,-3.619935538153679e-08,0.9999889941595298,-1.829766561046951e-08,1.965102224599325e-09,-1.829766561046951e-08,0.9999993465653175,1.0000053732108134,0.9999996732985952,0.9999944970183383,-0.9999985997174895,0.001664307808086752,-0.00017505022103401718,0.0016639958966491583,0.9999970541578431,0.0017671426915202959,-0.0001779907747422022,-0.0017668489328312741,0.9999984232808232,0.9999944970646237
52,0.0,15.299999999999981,0.0,5.1999999999999815,324999999999999.6,4.386828604177672e-08,7.843295316839683e-05,3.0610227712004636e-08,7.843297140953217e-05,5.308603107718464e-06,-1.4657332968383397e-08,9.320576410782073e-09,-2.7694154856157463e-08,-5.520294292980777e-06,-1.1056351065201942e-08,-5.801385414451883e-09,-1.715545671169091e-08,-2.4173276553138803e-07,1.0000053086031078,-1.4657332968383397e-08,9.320576410782073e-09,-2.7694154856157463e-08,0.999994479705707,-1.1056351065201942e-08,-5.801385414451883e-09,-1.715545671169091e-08,0.9999997582672344,0.9999999999999999,6.518411678479996e-09,7.560961845548828e-09,-6.518411701031401e-09,0.9999999999999994,3.0495617116613194e-09,-7.560961825788396e-09,-3.04956167696685e-09,1.0000000000000002,1.0000053086031073,-2.1175708555566664e-08,1.7596164848642846e-09,-2.1175708555132983e-08,0.9999944797057058,-1.4105911885168437e-08,1.7596164848642846e-09,-1.4105911885168437e-08,0.9999997582672344,1.0000106172343974,-4.2351412655093785e-08,3.5192421841523306e-09,-4.2351412655093785e-08,0.9999889594418881,-2.821174273215996e-08,3.5192421841523306e-09,-2.821174273215996e-08,0.9999995165345275,1.0000053086450917,0.9999997583043352,0.9999944796266221,-0.9999980354052757,0.0019558895157906113,-0.0003219965701659273,0.0019550223940532243,0.9999945202163942,0.002671595894291864,-0.00032722015209984354,-0.002670961133868641,0.9999963794402426,0.9999944797057072
53,0.0,15.39999999999998,0.0,5.299999999999981,324999999999999.56,4.718564119206245e-08,7.788053730143992e-05,3.169039570753263e-08,7.788055804324267e-05,5.242193133049697e-06,-1.2059135987101759e-08,9.148638072258659e-09,-2.4156774567624833e-08,-5.535013716206853e-06,-1.1284534825232081e-08,-5.1361594591104465e-09,-2.5195562228654726e-08,-1.5753600347523244e-07,1.0000052421931331,-1.2059135987101759e-08,9.148638072258659e-09,-2.4156774567624833e-08,0.9999944649862837,-1.1284534825232081e-08,-5.1361594591104465e-09,-2.5195562228654726e-08,0.9999998424639965,1.0000000000000004,6.048820222698606e-09,7.142380746529418e-09,-6.048820272571906e-09,0.9999999999999997,6.955533566645189e-09,-7.1423807045801116e-09,-6.955533565344146e-09,1.0000000000000004,1.000005242193133,-1.8107922598441933e-08,2.0062585610955696e-09,-1.8107922598441933e-08,0.9999944649862834,-1.8240067203162402e-08,2.0062585610405124e-09,-1.824006720272872e-08,0.9999998424639968,1.0000104844137476,-3.6215839933559464e-08,4.01252765380389e-09,-3.6215839933559464e-08,0.9999889300032047,-3.6480030734948256e-08,4.01252765380389e-09,-3.6480030734948256e-08,0.9999996849280182,1.0000052422243269,0.9999998425250732,0.9999944648940139,-0.9999985162444154,0.0016808366145251083,-0.0003772230678310585,0.001679547821118604,0.9999928393195093,0.0033912282174285166,-0.00038292046719043394,-0.0033905896176221694,0.9999941786200363,0.9999944649862842
54,0.0,15.49999999999998,0.0,5.399999999999981,324999999999999.56,5.365758275608045e-08,7.732467410799228e-05,3.174719004537159e-08,7.732469924239908e-05,5.173361693846667e-06,-2.6701111604798837e-09,7.615407804397601e-09,-1.1173912303421988e-08,-5.546245437677927e-06,-1.0660083310800847e-08,-4.5113973045996486e-09,-3.191362819426553e-08,-7.438029180501776e-08,1.000005173361694,-2.6701111604798837e-09,7.615407804397601e-09,-1.1173912303421988e-08,0.9999944537545623,-1.0660083310800847e-08,-4.5113973045996486e-09,-3.191362819426553e-08,0.9999999256197082,1.0000000000000004,4.251901404637819e-09,6.063387200530915e-09,-4.251901469689949e-09,1.0000000000000002,1.0626802189953044e-08,-6.063387155344248e-09,-1.0626802359955945e-08,1.0000000000000002,1.0000051733616937,-6.921988853739354e-09,1.5520211451213439e-09,-6.921988853739354e-09,0.9999944537545638,-2.128688495394923e-08,1.5520211451213439e-09,-2.128688495394923e-08,0.9999999256197089,1.0000103467501518,-1.3843975160117479e-08,3.104050351730855e-09,-1.3843975160117479e-08,0.9999889075398865,-4.257365002821695e-08,3.104050351730855e-09,-4.257365002821695e-08,0.9999998512394221,1.000005173366631,0.999999925702043,0.9999944536672907,-0.9999997466200312,0.0006463236224456308,-0.00029837166151566095,0.0006451581052318566,0.9999922259310114,0.0038899676811889133,-0.0003008835199447719,-0.0038897741935809663,0.9999923895339556,0.9999944537545628
55,0.0,15.59999999999998,0.0,5.4999999999999805,324999999999999.56,5.7330247266485274e-08,7.67670763648e-05,2.934570049418354e-08,7.676710338111255e-05,5.1092994173408726e-06,2.1914712963345667e-09,6.960697066106499e-09,-4.617028797021836e-09,-5.552703840606541e-06,-1.0186625276585374e-08,-3.6226799501745923e-09,-3.205462973512548e-08,-1.0657018604090451e-09,1.0000051092994173,2.1914712963345667e-09,6.960697066106499e-09,-4.617028797021836e-09,0.9999944472961594,-1.0186625276585374e-08,-3.6226799501745923e-09,-3.205462973512548e-08,0.9999999989342981,1.0000000000000004,3.4042508374417836e-09,5.291675053714863e-09,-3.4042508954059423e-09,1.0000000000000007,1.0934032110276881e-08,-5.291675016467331e-09,-1.0934032982409109e-08,1.0000000000000002,1.000005109299418,-1.2127605266196552e-09,1.669022089862083e-09,-1.2127605266332078e-09,0.9999944472961606,-2.1120658774860523e-08,1.6690220899162931e-09,-2.1120658774860523e-08,0.9999999989342984,1.0000102186249396,-2.4255205506870536e-09,3.33805273111001e-09,-2.4255205506870536e-09,0.9999888946231523,-4.224119839898271e-08,3.33805273111001e-09,-4.224119839898271e-08,0.9999999978685964,1.0000051093001017,0.9999999990141002,0.9999944472156729,-0.999999939970216,0.00011439391277857545,-0.00032706818425855776,0.0003275010023646203,0.003804247092080028,-0.9999927101970073,0.00011314883068419585,0.9999927572828574,0.003804284317834251,0.9999944472961599
56,0.0,15.69999999999998,0.0,5.59999999999998,324999999999999.56,5.671562766879416e-08,7.620884004610754e-05,2.6088748983001206e-08,7.620886561587471e-05,5.050478358074778e-06,2.0774824617517534e-09,7.271462239648134e-09,-5.1221712237782525e-09,-5.553916459102217e-06,-9.87910614649847e-09,-2.4438809541439916e-09,-2.496756512727104e-08,6.143368631385343e-08,1.000005050478358,2.0774824617517534e-09,7.271462239648134e-09,-5.1221712237782525e-09,0.9999944460835409,-9.87910614649847e-09,-2.4438809541439916e-09,-2.496756512727104e-08,1.0000000614336864,1.0000000000000002,3.5998277818653692e-09,4.857659231594461e-09,-3.599827818646928e-09,0.9999999999999998,7.544250709822647e-09,-4.8576592046606666e-09,-7.544249856772378e-09,1.0,1.0000050504783582,-1.5223252426439099e-09,2.413802772545989e-09,-1.5223252426439099e-09,0.9999944460835403,-1.742335592642974e-08,2.413802772545989e-09,-1.742335592642974e-08,1.0000000614336853,1.0000101009822233,-3.044649760617464e-09,4.827617910332671e-09,-3.044649760617464e-09,0.9999888921979285,-3.484661792478251e-08,4.827617910332671e-09,-3.484661792478251e-08,1.0000001228673767,1.0000050504797469,1.000000061486575,0.999994446029264,-0.9999998722961302,0.0001443517931748471,-0.00048432456378253325,0.0004847701082190195,0.0031026327109144537,-0.9999950693219457,0.00014284840019513593,0.9999951764048383,0.003102702272359591,0.9999944460835413
57,0.0,15.79999999999998,0.0,5.69999999999998,324999999999999.56,5.596178314238705e-08,7.565099174796021e-05,2.3128756927480573e-08,7.56510159820112e-05,4.991657298808683e-06,1.9634936271689136e-09,7.582227413189768e-09,-5.6273136505346296e-09,-5.555129077597893e-06,-9.571587016411646e-09,-1.2650819581133875e-09,-1.788050051941655e-08,1.2393307448811592e-07,1.0000049916572988,1.9634936271689136e-09,7.582227413189768e-09,-5.6273136505346296e-09,0.9999944448709224,-9.571587016411646e-09,-1.2650819581133875e-09,-1.788050051941655e-08,1.0000001239330745,0.9999999999999999,3.795404735992564e-09,4.423643408385993e-09,-3.795404754207161e-09,1.0,4.154468343994799e-09,-4.423643392797728e-09,-4.15446837912295e-09,1.0000000000000002,1.0000049916572982,-1.8318899638045723e-09,3.158583508363901e-09,-1.8318899638045723e-09,0.9999944448709223,-1.37260555252601e-08,3.158583508363901e-09,-1.372605552482642e-08,1.0000001239330742,1.0000099833395144,-3.6637789392044328e-09,6.317183200034015e-09,-3.6637789392044328e-09,0.9999888897727045,-2.745203656552459e-08,6.317183200034015e-09,-2.745203656552459e-08,1.0000002478661645,1.0000049916596692,1.0000001239641942,0.9999944448374316,-0.9999997739246744,0.0001745368137246691,-0.0006493746997954236,0.0006497946212056903,0.0024167277236560817,-0.9999968685921272,0.0001729669053504011,0.9999970644777322,0.0024168405757146196,0.9999944448709225
58,0.0,15.899999999999979,0.0,5.799999999999979,324999999999999.5,5.506871368726283e-08,7.5093531470358e-05,2.0465724327621595e-08,7.509355445108953e-05,4.932836239542588e-06,1.8495047925860738e-09,7.892992586731403e-09,-6.13245607729102e-09,-5.556341696093569e-06,-9.264067886324636e-09,-8.628296208278866e-11,-1.079343591156214e-08,1.864324626623784e-07,1.0000049328362395,1.8495047925860738e-09,7.892992586731403e-09,-6.13245607729102e-09,0.9999944436583039,-9.264067886324636e-09,-8.628296208278866e-11,-1.079343591156214e-08,1.0000001864324626,1.0000000000000002,3.990981699064427e-09,3.989627584948084e-09,-3.990981702371244e-09,0.9999999999999994,7.646862882487726e-10,-3.989627581438879e-09,-7.646858916476179e-10,0.9999999999999998,1.0000049328362397,-2.1414546914162377e-09,3.9033642982292385e-09,-2.1414546913891327e-09,0.9999944436583035,-1.0028753931684911e-08,3.9033642982291856e-09,-1.0028753931684911e-08,1.0000001864324626,1.000009865696812,-4.282908086447989e-09,7.806748600214029e-09,-4.282908086447989e-09,0.9999888873474809,-2.005745432120881e-08,7.806748600214029e-09,-2.005745432120881e-08,1.0000003728649602,1.0000049328398901,1.00000018644676,0.9999944436403562,-0.9999996404859166,0.00020494503974988697,-0.0008228156343614038,0.0008231722336596168,0.0017460111633655197,-0.9999981369145101,0.00020350801264277873,0.9999984547201055,0.001746179226216582,0.999994443658304
