83.52333,83.19637,32.482228293625
83.18166,82.89344,32.273023918625
83.59457,82.7292,32.501947043625
83.13367,83.39408,32.386672043625
82.78603,83.19315,32.371684543625
82.46584,82.81193,32.526978293625
82.80951,82.75202,32.260324543625
82.64801,82.44192,32.430815793625
82.99029,82.39219,32.374597043625
83.3629,82.42329,32.461522043625
83.37745,83.62267,32.672434543625
83.77534,83.38021,32.808103293625
82.87862,83.67464,32.788272043625
82.37309,83.28625,32.864084543625
82.71415,82.0948,32.714184543625
83.18427,82.03232,32.762434543625
83.69446,82.24429,32.899472043625
83.95172,82.84132,32.907947043625
83.72601,83.71175,33.105515793625
82.33331,82.37592,32.830472043625
82.07558,82.8105,33.133809543625
83.30627,83.88687,33.037859543625
82.4335,83.72813,33.428565793625
82.40051,82.02973,33.158578293625
82.83385,81.7972,33.222903293625
84.11993,83.27274,33.276090793625
83.39493,81.76862,33.315078293625
83.84779,81.92596,33.445447043625
84.08307,82.30902,33.310922043625
81.97836,83.28152,33.605097043625
83.01733,84.00066,33.441528293625
84.00178,83.76312,33.753047043625
83.53249,83.97695,33.458465793625
84.32486,82.65309,33.560640793625
82.04193,82.35028,33.470809543625
82.38968,81.85868,33.802615793625
81.63976,83.27316,34.415397043625
81.74844,82.80876,33.893272043625
82.10624,83.73344,34.163484543625
82.65917,84.03635,33.966153293625
83.0589,81.56857,33.818603293625
83.63453,81.62079,33.877278293625
84.16083,81.99291,33.921215793625
84.48856,83.13412,33.932084543625
81.82672,82.30926,34.162415793625
83.33477,81.38811,34.267753293625
83.3202,84.14864,34.069847043625
84.58929,82.37305,34.318922043625
84.77982,82.90341,34.487997043625
84.65143,83.34133,34.435128293625
84.36247,83.65392,34.223459543625
82.79729,81.43584,34.336409543625
82.17141,81.74319,34.455822043625
83.80467,81.4718,34.407722043625
84.27127,81.74274,34.542972043625
83.87316,84.13879,34.528878293625
83.25192,81.09336,34.725190793625
82.55894,84.14683,34.620922043625
83.21735,84.36172,34.697759543625
81.61646,82.13181,34.753997043625
81.40173,82.77283,34.711397043625
83.35929,84.46466,35.191059543625
81.80765,83.73795,34.892015793625
82.70403,84.38919,35.184234543625
84.88047,82.48775,34.954478293625
82.58827,81.17887,34.782328293625
81.97446,81.48464,34.924784543625
84.43577,83.7898,34.788484543625
83.86766,81.19315,34.917590793625
84.49846,81.70068,35.038022043625
84.03101,84.23831,35.302234543625
81.27402,83.34414,35.298922043625
84.87023,83.24722,35.153278293625
82.85218,80.6563,35.155134543625
82.27634,80.88062,35.202234543625
83.37377,80.69778,35.164215793625
81.40632,81.79828,35.246947043625
