,x,y,z,r,mu,Ux,Uy,Uz,Umag,F11,F12,F13,F21,F22,F23,F31,F32,F33,R11,R12,R13,R21,R22,R23,R31,R32,R33,U11,U12,U13,U21,U22,U23,U31,U32,U33,C11,C12,C13,C21,C22,C23,C31,C32,C33,w1,w2,w3,v11,v12,v13,v21,v22,v23,v31,v32,v33,stretch
0,0.0,0.0,20.0,0.0,325000000000000.5,-3.3300358405498234e-18,-3.0960212425952365e-18,-0.19999999999999132,0.19999999999999132,1.0071776009329363,-0.001254929238780096,-0.0004631680114518109,-0.002837776755988402,1.0077944334673643,-0.0009130642768040067,0.0006784304311418045,2.978713026755613e-05,0.9878171390577644,0.9999995276772639,0.0007852565479620678,-0.0005727280361577263,-0.0007855273644659189,0.9999995797118749,-0.0004727820157990059,0.0005723565402732706,0.00047323168603807114,0.9999997242298431,1.0071797426754459,-0.0020465617024342355,0.00010293304442164641,-0.00204656170243418,1.0077930385581442,-0.0004459612285541148,0.00010293304442164641,-0.0004459612285541148,0.9878175635969522,1.0144152330657918,-0.00412381202966769,0.000206263833518747,-0.00412381202966769,1.0156511958624732,-0.0008901756146793058,0.000206263833518747,-0.0008901756146793058,0.975783748427247,1.0095633476489108,1.0054195559545744,0.9878074412270557,0.6517781624829724,-0.7581807203864461,0.018633897729936913,-0.7584037848078151,-0.6516731366136138,0.012075686537648504,-0.002987657862730057,0.022002687346334825,0.9997534474309326,0.9878176696269646
1,0.0,0.0,20.1,0.10000000000000142,325000000000000.4,-0.00017694545738646287,-4.222356550959066e-05,-0.20120317626179338,0.20120325849836196,1.0060585917641047,-0.0011771380682939014,-0.0003398301375686403,-0.0026432875493089198,1.0066711691909411,-0.0008281187424346453,0.0006116234879239236,5.307389485603877e-05,0.9899530360584571,0.9999996210328658,0.0007282109657840143,-0.0004771193923192559,-0.0007284216612096037,0.9999996372070311,-0.00044157410296722516,0.0004767976601197134,0.0004419214797255315,0.9999997886846759,1.0060604275495189,-0.0019103934020420362,0.00013278050206692003,-0.0019103934020420362,1.0066699702273643,-0.0003908843994779865,0.00013278050206692177,-0.00039088439947798995,0.9899533546815498,1.0121612511147329,-0.0038451587738296596,0.00026577845511486993,-0.0038451587738296596,1.0133882313511264,-0.0007807025723357477,0.00026577845511486993,-0.0007807025723357477,0.9800078148665308,1.0083077677782848,1.0044322533757788,0.9899437313043697,0.6482538373656366,-0.7611374294690755,0.020899181848461644,-0.7614041287388097,-0.6481922200459197,0.010516587442514462,-0.0055421187467156975,0.022730141512281626,0.9997262753307172,0.9899534407569534
2,0.0,0.0,20.200000000000003,0.20000000000000284,325000000000000.3,-0.0003257332641860692,-8.572476116574222e-05,-0.20216181187095483,0.20216209246503514,1.0049395825952732,-0.001099346897807702,-0.00021649226368543762,-0.002448798342629429,1.0055479049145182,-0.0007431732080652784,0.0005448165447060546,7.636065944452359e-05,0.99208893305915,0.9999997020453195,0.0006710307469283486,-0.0003816110699186529,-0.0006711873551631891,0.999999690536706,-0.0004104071475519687,0.0003813355560092699,0.00041066315779392584,0.9999998429694699,1.0049411345292236,-0.001774228490007086,0.0001623253941781689,-0.001774228490007086,1.0055468873972904,-0.0003359038769834011,0.0001623253941781689,-0.0003359038769834011,0.9920891648903395,1.009909858105152,-0.003567119653048817,0.0003247647007674498,-0.003567119653048817,1.0111278034725288,-0.0006713016971041496,0.0003247647007674498,-0.0006713016971041496,0.9842410502737601,1.0070526359565326,1.003444868205289,0.9920796826550325,0.6442126130164955,-0.7644651173611203,0.024149400996871483,-0.7647893430321671,-0.644229198749166,0.008124054617850932,-0.009347192887603334,0.023702822976671655,0.9996753503853433,0.99208923503572
3,0.0,0.0,20.300000000000004,0.30000000000000426,325000000000000.25,-0.0004463634203988142,-0.00013050358696845298,-0.20287590682747575,0.20287643984100248,1.0038205734264418,-0.0010215557273215027,-9.3154389802235e-05,-0.0022543091359499383,1.0044246406380952,-0.0006582276736959117,0.00047800960148818526,9.964742403300888e-05,0.9942248300598429,0.999999770720583,0.0006137154701578625,-0.0002862029042044259,-0.000613824002474071,0.9999997396829536,-0.00037928105531799886,0.0002859700590497269,0.00037945664656884037,0.9999998871168829,1.0038218637165366,-0.0016380669500199463,0.0001915682008622674,-0.0016380669500200018,1.0044237900365631,-0.0002810194526881721,0.00019156820086226566,-0.0002810194526881721,0.9942249941429888,1.0076610540370499,-0.003289694667325177,0.00038322257047644214,-0.003289694667325177,1.0088699122266798,-0.0005619729889845185,0.00038322257047644214,-0.0005619729889845185,0.9884834546489342,1.005798215125265,1.0024574704430345,0.9942149623277897,0.6395433429791985,-0.7681987797674064,0.0292394804136339,-0.7685953365426152,-0.6397230564453387,0.0039521762584949945,-0.015669112799880584,0.025000916305251898,0.9995646217668783,0.9942250523140795
4,0.0,0.0,20.400000000000006,0.4000000000000057,325000000000000.25,-0.0005388359260246971,-0.0001765600429177209,-0.20334546113135626,0.20334625169972484,1.0027015642576103,-0.0009437645568353036,3.0183484080967184e-05,-0.0020598199292704475,1.003301376361672,-0.0005732821393265447,0.00041120265827031645,0.00012293418862149218,0.9963607270605357,0.9999998270643706,0.0005562647122505404,-0.00019089473075207739,-0.0005563311573867858,0.9999997846276646,-0.0003481957322052538,0.00019070100063987502,0.0003483018726763501,0.9999999211594641,1.0027026152135485,-0.0015019087658709853,0.00022050940122569224,-0.0015019087658709853,1.0033006781136007,-0.00022623091875455248,0.0002205094012256853,-0.000226230918754549,0.9963608423594488,1.0054148389104256,-0.0030128838166587377,0.00044115206424184757,-0.0030128838166587377,1.006614557613579,-0.0004527164479768566,0.00044115206424184757,-0.0004527164479768566,0.9927350279920533,1.0045451410170876,1.001470399897829,0.9963485947716799,0.6341150496988651,-0.7722830120847283,0.03843244710846864,-0.7727153614686703,-0.6347310211244971,-0.005244136973374506,-0.028444224295052823,0.02637195608205268,0.999247439844936,0.9963608924441251
5,0.0,0.0,20.500000000000007,0.5000000000000071,325000000000000.1,-0.0006031507810637176,-0.00022389412901354738,-0.2035704747825962,0.2035714914290735,1.0015825550887785,-0.0008659733863491043,0.00015352135796416972,-0.0018653307225909568,1.0021781120852493,-0.0004883366049571776,0.00034439571505244743,0.00014622095320997587,0.9984966240612286,0.9999998710821522,0.0004986780479911029,-9.568638546283981e-05,-0.0004987083722311865,0.9999998253525595,-0.0003171510843263843,9.552821246776311e-05,0.0003171987630415339,0.9999999451296512,1.001583389122466,-0.001365753921447039,0.0002491494733775218,-0.0013657539214470946,1.0021775515965956,-0.00017153806788596654,0.0002491494733775357,-0.00017153806788596654,0.9984967094599506,1.0031712127252794,-0.0027366871010495,0.0004985531820636661,-0.0027366871010495,1.0043617396332276,-0.0003435320740811618,0.0004985531820636661,-0.0003435320740811618,0.9969957703031176,1.0032956839604585,1.000486471490457,0.9984754947280962,0.6277727055694169,-0.7760550672733737,0.06033210340584402,-0.7751353079400661,-0.6303495519143821,-0.042716469727685516,-0.071180647136119,0.019949309778841302,0.9972639272091571,0.9984967552792136
6,0.0,0.0,20.60000000000001,0.6000000000000085,325000000000000.1,-0.0006393079855158757,-0.00027250584525593266,-0.20355094778119573,0.20355213414936016,1.000463545919947,-0.0007881822158629045,0.0002768592318473721,-0.0016708415159114658,1.0010548478088261,-0.00040339107058781084,0.0002775887718345794,0.0001695077177984609,1.0006325210619214,0.9999999027791497,0.00044095505015617764,-5.77704563561876e-07,-0.00044095519741188527,0.9999998618391895,-0.0002861470179686826,4.5152651102775554e-07,0.00028614724489088583,0.999999959059774,1.0004641855456198,-0.0012296024007338313,0.0002774888944311743,-0.0012296024007338313,1.0010544104535153,-0.00011694069332837675,0.0002774888944311743,-0.00011694069332836288,1.0006325953650093,1.0009301754816111,-0.002461104520497463,0.0005554259239418983,-0.002461104520497463,1.0021114582856236,-0.00023441986729743334,0.0005554259239418983,-0.00023441986729743334,1.0012656815821266,1.0020723688376103,1.0006027947822802,0.9994760277442541,0.616878834743478,-0.7659389129792077,0.18110241530625285,-0.7869749842807172,-0.603607225123485,0.1277837700769992,-0.01144016441702718,0.22135017362306864,0.9751272856787204,1.000632640673952
7,0.0,0.0,20.70000000000001,0.70000000000001,325000000000000.06,-0.0006473075393811717,-0.00032239519164487516,-0.20328688012715462,0.2032881663490088,0.9993445367511156,-0.0007103910453767053,0.0004001971057305745,-0.0014763523092319753,0.9999315835324033,-0.00031844553621844404,0.00021078182861671024,0.00019279448238694504,1.0027684180626144,0.9999999221603448,0.0003830952895079731,9.443147539522218e-05,-0.00038307118139613294,0.9999998940689361,-0.0002551834395903875,-9.452922496546584e-05,0.00025514724574998357,0.9999999629820542,0.9993450045854618,-0.001093454187812093,0.0003055281405078755,-0.0010934541878120374,0.9999312546521053,-6.243858886548909e-05,0.00030552814050786165,-6.243858886548215e-05,1.0027684999954178,0.998691727179422,-0.002186136075002629,0.0006117702898765426,-0.002186136075002629,0.9998637135707694,-0.00012537982762567324,0.0006117702898765426,-0.00012537982762567324,1.0055447618290811,1.0028054706000091,1.0007430558899546,0.9984962327430197,-0.7954917245140056,-0.6040555209031874,0.048060835366359994,-0.596385113938192,0.7944967795993693,0.11445375956761329,0.10732060427837253,-0.0623842517996071,0.9922653339831683,1.002768548484186
8,0.0,0.0,20.80000000000001,0.8000000000000114,325000000000000.0,-0.0006271494426596055,-0.00037356216818037617,-0.2027782718204731,0.2027795857270021,0.998225527582284,-0.0006325998748905058,0.0005235349796137774,-0.0012818631025524844,0.9988083192559803,-0.00023350000184907708,0.00014397488539884154,0.00021608124697543017,1.0049043150633072,0.9999999292304665,0.00032509833478194805,0.00018934131753926137,-0.00032505587070330577,0.9999999220230062,-0.00022426025582140616,-0.00018941420941072373,0.0002241986934437036,0.9999999569286006,0.9982258463445673,-0.0009573092668613836,0.00033326768673870577,-0.0009573092668612726,0.9988080841598783,-8.031548818371315e-06,0.00033326768673870924,-8.031548818367845e-06,1.0049044232722448,0.9964558678187104,-0.0019117817645649953,0.0006675862798676005,-0.0019117817645649953,0.9976185054886634,-1.6411955065879466e-05,0.0006675862798676005,-1.6411955065879466e-05,1.0098330110439804,1.004921529914661,0.9995098287620138,0.9975069951000151,-0.805059613232796,-0.5921231033933387,0.03562652901003001,-0.5909943099643347,0.8057938127267089,0.037710170526444195,0.05103669984682328,-0.009303859370249681,0.9986534401230309,1.0049044785669832
9,0.0,0.0,20.900000000000013,0.9000000000000128,324999999999999.9,-0.0005788336953511772,-0.0004260067748624365,-0.2020251228611511,0.2020264012382597,0.9971065184134524,-0.0005548087044043063,0.0006468728534969798,-0.0010873738958729934,0.9976850549795572,-0.00014855446747971007,7.716794218097273e-05,0.00023936801156391498,1.007040212064,0.9999999239939992,0.00026696375267309946,0.0002841519846728119,-0.0002669088098948835,0.9999999456824379,-0.0001933773734621655,-0.00028420359398763015,0.0001933015160961865,0.9999999409314189,0.9971067109256397,-0.0008211676221590025,0.0003607080072681075,-0.000821167622159058,0.9976848989441236,4.628063195570575e-05,0.000360708007268111,4.628063195570575e-05,1.0070403651168416,0.9942225973994773,-0.0016380415891845627,0.0007228738939150709,-0.0016380415891845627,0.9953758340393054,9.248375038194663e-05,0.0007228738939150709,9.248375038194663e-05,1.0141304292268245,1.007053475058106,0.9982630778951576,0.9965154220333405,-0.817447302352537,-0.5751929553133114,0.030544590920471463,-0.5748714172081244,0.8180158435511342,0.019311483020440494,0.03609378829774479,0.0017730925710048911,0.9993468339816025,1.0070404307806238
